Precinct	total_votes	votes|Jesse White	votes|Jason Helland	votes|Steve Dutner
Evanston Ward 4 Precinct 2	659	596	45	18
Evanston Ward 4 Precinct 3	533	476	52	5
Evanston Ward 4 Precinct 4	1,027	957	57	13
Evanston Ward 4 Precinct 5	386	354	25	7
Evanston Ward 4 Precinct 6	907	817	70	20
Evanston Ward 5 Precinct 1	581	560	9	12
Evanston Ward 5 Precinct 2	937	865	59	13
Evanston Ward 5 Precinct 3	642	618	15	9
Evanston Ward 5 Precinct 4	344	333	8	3
Evanston Ward 6 Precinct 1	1,104	972	115	17
Evanston Ward 6 Precinct 2	560	509	44	7
Evanston Ward 6 Precinct 3	602	537	50	15
Evanston Ward 6 Precinct 4	753	672	68	13
Evanston Ward 6 Precinct 5	940	833	89	18
Evanston Ward 6 Precinct 6	559	464	88	7
Evanston Ward 6 Precinct 7	907	827	64	16
Evanston Ward 7 Precinct 1	1,078	983	74	21
Evanston Ward 7 Precinct 2	1,169	1,039	105	25
Evanston Ward 7 Precinct 3	443	389	40	14
Evanston Ward 7 Precinct 4	523	482	30	11
Evanston Ward 7 Precinct 5	951	849	85	17
Evanston Ward 7 Precinct 6	47	45	1	1
Evanston Ward 8 Precinct 1	770	719	39	12
Evanston Ward 8 Precinct 2	593	553	32	8
Evanston Ward 8 Precinct 3	505	470	15	20
Evanston Ward 8 Precinct 4	680	624	43	13
Evanston Ward 8 Precinct 5	826	773	41	12
Evanston Ward 9 Precinct 1	552	497	45	10
Evanston Ward 9 Precinct 2	618	588	18	12
Evanston Ward 9 Precinct 3	941	852	62	27
Evanston Ward 9 Precinct 4	801	743	47	11
Evanston Ward 9 Precinct 5	477	441	27	9
Evanston Ward 9 Precinct 6	625	565	46	14
Hanover 1	759	535	205	19
Hanover 2	580	379	189	12
Hanover 3	248	192	46	10
Hanover 4	545	388	141	16
Hanover 5	533	384	134	15
Hanover 6	429	305	109	15
Hanover 7	574	405	144	25
Hanover 8	487	299	173	15
Hanover 9	576	386	173	17
Hanover 10	318	238	69	11
Hanover 11	506	387	99	20
Hanover 12	328	249	61	18
Hanover 13	389	286	93	10
Hanover 14	695	482	191	22
Hanover 15	397	289	94	14
Hanover 16	736	491	213	32
Hanover 17	408	289	101	18
Hanover 18	493	369	106	18
Hanover 19	507	296	204	7
Hanover 20	817	562	228	27
Hanover 21	350	200	131	19
Hanover 22	498	348	136	14
Hanover 23	574	384	173	17
Hanover 24	501	392	85	24
Hanover 25	538	360	162	16
Hanover 26	782	542	214	26
Hanover 27	1,623	1,093	496	34
Hanover 28	720	503	200	17
Hanover 29	318	247	63	8
Hanover 30	570	393	153	24
Hanover 31	482	258	208	16
Hanover 32	422	337	75	10
Hanover 33	523	373	136	14
Hanover 34	641	477	146	18
Hanover 35	524	392	119	13
Hanover 36	407	303	93	11
Hanover 37	739	530	179	30
Hanover 38	629	417	194	18
Hanover 39	612	433	162	17
Hanover 40	652	446	178	28
Hanover 41	831	579	231	21
Hanover 42	602	413	171	18
Hanover 43	612	428	161	23
Hanover 44	715	460	231	24
Lemont 1	624	303	297	24
Lemont 2	484	289	183	12
Lemont 3	749	395	335	19
Lemont 4	658	365	280	13
Lemont 5	618	385	198	35
Lemont 6	659	383	263	13
Lemont 7	549	349	181	19
Lemont 8	743	453	258	32
Lemont 9	420	210	201	9
Lemont 10	456	307	132	17
Lemont 11	882	459	395	28
Lemont 12	813	421	366	26
Lemont 13	811	436	354	21
Lemont 14	654	347	289	18
Leyden 1	347	269	68	10
Leyden 2	251	173	71	7
Leyden 3	610	442	148	20
Leyden 4	432	341	79	12
Leyden 5	466	353	98	15
Leyden 6	621	491	111	19
Leyden 7	268	208	51	9
Leyden 8	571	438	106	27
Leyden 9	718	502	203	13
Leyden 10	659	497	138	24
Leyden 11	535	378	145	12
Leyden 12	637	295	336	6
Leyden 13	549	439	93	17
Leyden 14	435	307	109	19
Leyden 15	565	423	123	19
Leyden 16	526	411	103	12
Leyden 17	433	298	121	14
Leyden 18	299	226	71	2
Leyden 19	520	375	125	20
Leyden 20	264	183	66	15
Leyden 21	314	278	27	9
Leyden 22	424	278	135	11
Leyden 23	967	672	272	23
Leyden 24	481	374	98	9
Leyden 25	332	235	91	6
Leyden 26	828	588	213	27
Leyden 27	122	82	39	1
Leyden 28	254	194	53	7
Leyden 29	326	260	56	10
Leyden 30	598	405	174	19
Leyden 31	504	392	93	19
Leyden 32	582	431	137	14
Leyden 33	495	367	113	15
Leyden 34	384	285	89	10
Leyden 35	241	180	47	14
Leyden 36	465	355	93	17
Leyden 37	330	218	96	16
Leyden 38	202	126	72	4
Leyden 39	356	274	70	12
Leyden 40	463	337	105	21
Leyden 41	259	214	40	5
Leyden 42	481	323	148	10
Leyden 43	378	292	78	8
Leyden 44	428	306	113	9
Leyden 45	378	266	104	8
Leyden 46	429	313	98	18
Leyden 47	424	283	131	10
Leyden 48	509	385	102	22
Leyden 49	737	549	170	18
Leyden 50	679	536	120	23
Lyons 1	68	52	15	1
Lyons 2	481	372	91	18
Lyons 3	458	323	118	17
Lyons 4	855	658	171	26
Lyons 5	578	429	138	11
Lyons 6	385	275	93	17
Lyons 7	520	469	42	9
Lyons 8	311	235	69	7
Lyons 9	714	568	134	12
Lyons 10	498	389	94	15
Lyons 11	474	354	104	16
Lyons 12	426	260	159	7
Lyons 13	215	209	6	0
Lyons 14	742	533	186	23
Lyons 15	668	509	149	10
Lyons 16	1,065	817	227	21
Lyons 17	384	270	110	4
Lyons 18	509	371	127	11
Lyons 19	475	358	101	16
Lyons 20	1,010	702	289	19
Lyons 21	1,000	705	272	23
Lyons 22	332	276	44	12
Lyons 23	647	395	225	27
Lyons 24	511	352	147	12
Lyons 25	543	363	159	21
Lyons 26	415	238	163	14
Lyons 27	581	294	273	14
Lyons 28	738	482	229	27
Lyons 29	412	273	123	16
Lyons 30	92	69	23	0
Lyons 31	581	369	197	15
Lyons 32	266	172	85	9
Lyons 33	201	134	57	10
Lyons 34	256	179	65	12
Lyons 35	448	257	172	19
Lyons 36	582	341	234	7
Lyons 37	360	268	81	11
Lyons 38	247	183	54	10
Lyons 39	618	445	157	16
Lyons 40	495	350	138	7
Lyons 41	359	223	125	11
Lyons 42	579	386	173	20
Lyons 43	534	375	147	12
Lyons 44	950	632	293	25
Lyons 45	793	588	164	41
Lyons 46	455	291	157	7
Lyons 47	598	443	138	17
Lyons 48	499	358	116	25
Lyons 49	378	241	122	15
Lyons 50	647	469	157	21
Lyons 51	385	271	98	16
Lyons 52	640	459	165	16
Lyons 53	584	386	182	16
Lyons 54	320	232	79	9
Lyons 55	671	436	227	8
Lyons 56	652	519	101	32
Lyons 57	513	430	70	13
Lyons 58	380	246	114	20
Lyons 59	419	322	83	14
Lyons 60	709	639	47	23
Lyons 61	579	400	170	9
Lyons 62	283	166	114	3
Lyons 63	809	493	297	19
Lyons 64	470	373	82	15
Lyons 65	655	450	180	25
Lyons 66	335	270	58	7
Lyons 67	550	427	106	17
Lyons 68	372	286	74	12
Lyons 69	798	527	259	12
Lyons 70	394	374	11	9
Lyons 71	203	172	26	5
Lyons 72	791	558	209	24
Lyons 73	546	403	131	12
Lyons 74	261	175	72	14
Lyons 75	328	246	69	13
Lyons 76	383	272	99	12
Lyons 77	378	247	120	11
Lyons 78	385	254	116	15
Maine 1	381	260	113	8
Maine 2	420	321	91	8
Maine 3	244	178	53	13
Maine 4	581	397	160	24
Maine 5	598	448	137	13
Maine 6	802	568	205	29
Maine 7	403	299	94	10
Maine 8	621	409	193	19
Maine 9	864	649	181	34
Maine 10	441	306	128	7
Maine 11	384	271	104	9
Maine 12	398	311	79	8
Maine 13	546	399	129	18
Maine 14	708	528	153	27
Maine 15	317	233	82	2
Maine 16	396	291	93	12
Maine 17	547	382	148	17
Maine 18	479	335	122	22
Maine 19	364	251	95	18
Maine 20	326	243	77	6
Maine 21	770	514	242	14
Maine 22	744	530	195	19
Maine 23	457	311	133	13
Maine 24	791	580	197	14
Maine 25	651	464	176	11
Maine 26	518	376	130	12
Maine 27	411	315	89	7
Maine 28	249	206	39	4
Maine 29	868	549	297	22
Maine 30	1,394	938	430	26
Maine 31	532	383	142	7
Maine 32	347	228	113	6
Maine 33	327	259	56	12
Maine 34	654	491	147	16
Maine 35	487	381	95	11
Maine 36	561	343	203	15
Maine 37	636	357	266	13
Maine 38	408	290	105	13
Maine 39	493	323	150	20
Maine 40	489	350	131	8
Maine 41	433	298	127	8
Maine 42	850	579	246	25
Maine 43	487	293	184	10
Maine 44	385	274	97	14
Maine 45	217	173	40	4
Maine 46	555	358	182	15
Maine 47	550	419	121	10
Maine 48	684	491	175	18
Maine 49	508	369	125	14
Maine 50	557	373	172	12
Maine 51	473	322	138	13
Maine 52	523	393	125	5
Maine 53	455	336	104	15
Maine 54	608	409	182	17
Maine 55	458	300	150	8
Maine 56	644	439	187	18
Maine 57	322	250	70	2
Maine 58	568	352	202	14
Maine 59	534	349	170	15
Maine 60	969	614	329	26
Maine 61	337	239	91	7
Maine 62	268	187	72	9
Maine 63	383	285	87	11
Maine 64	430	256	161	13
Maine 65	408	243	155	10
Maine 66	282	151	125	6
Maine 67	816	492	305	19
Maine 68	396	274	108	14
Maine 69	500	330	163	7
Maine 70	535	411	104	20
Maine 71	282	203	75	4
Maine 72	441	279	149	13
Maine 73	177	110	64	3
Maine 74	462	325	128	9
Maine 75	448	312	126	10
Maine 76	314	204	99	11
Maine 77	846	602	229	15
Maine 78	432	335	90	7
Maine 79	439	345	79	15
Maine 80	525	367	140	18
Maine 81	303	193	102	8
Maine 82	502	359	134	9
Maine 83	413	255	150	8
Maine 84	288	179	101	8
Maine 85	311	205	99	7
Maine 86	432	342	78	12
Maine 87	378	261	105	12
Maine 88	380	218	151	11
Maine 89	363	251	106	6
Maine 90	305	196	103	6
Maine 91	791	573	198	20
Maine 92	364	254	95	15
New Trier 1	1,011	784	215	12
New Trier 2	1,057	852	184	21
New Trier 3	702	557	124	21
New Trier 4	870	699	162	9
New Trier 5	565	447	108	10
New Trier 6	488	371	110	7
New Trier 7	689	506	177	6
New Trier 8	579	361	204	14
New Trier 9	769	500	261	8
New Trier 10	687	460	218	9
New Trier 11	847	542	297	8
New Trier 12	781	506	258	17
New Trier 13	909	670	227	12
New Trier 14	807	525	270	12
New Trier 15	943	667	259	17
New Trier 16	952	586	345	21
New Trier 17	660	532	120	8
New Trier 18	538	383	150	5
New Trier 19	505	254	240	11
New Trier 20	925	649	254	22
New Trier 21	773	606	155	12
New Trier 22	664	398	246	20
New Trier 23	725	412	303	10
New Trier 24	801	651	126	24
New Trier 25	606	421	172	13
New Trier 26	515	417	92	6
New Trier 27	693	566	114	13
New Trier 28	566	401	151	14
New Trier 29	636	463	152	21
New Trier 30	825	575	236	14
New Trier 31	742	582	146	14
New Trier 32	640	493	139	8
New Trier 33	822	661	140	21
New Trier 34	553	425	116	12
New Trier 35	440	337	101	2
New Trier 36	904	699	186	19
New Trier 37	689	544	133	12
New Trier 38	718	569	134	15
New Trier 39	492	354	122	16
New Trier 40	435	293	134	8
New Trier 41	569	353	204	12
Niles 1	637	439	182	16
Niles 2	654	468	172	14
Niles 3	990	687	285	18
Niles 4	479	328	143	8
Niles 5	374	263	105	6
Niles 6	557	376	174	7
Niles 7	872	669	184	19
Niles 8	304	265	37	2
Niles 9	439	316	119	4
Niles 10	622	475	127	20
Niles 11	333	244	79	10
Niles 12	396	329	57	10
Niles 13	671	497	158	16
Niles 14	746	645	89	12
Niles 15	623	509	97	17
Niles 16	769	603	152	14
Niles 17	716	593	116	7
Niles 18	377	314	57	6
Niles 19	654	510	134	10
Niles 20	542	419	103	20
Niles 21	874	760	103	11
Niles 22	533	433	82	18
Niles 23	613	499	104	10
Niles 24	665	539	113	13
Niles 25	362	281	70	11
Niles 26	654	481	159	14
Niles 27	487	408	69	10
Niles 28	707	571	126	10
Niles 29	412	327	81	4
Niles 30	468	362	99	7
Niles 31	649	512	122	15
Niles 32	294	238	49	7
Niles 33	713	618	82	13
Niles 34	550	442	102	6
Niles 35	682	529	141	12
Niles 36	372	321	45	6
Niles 37	593	470	102	21
Niles 38	959	721	221	17
Niles 39	681	531	133	17
Niles 40	304	215	85	4
Niles 41	674	551	111	12
Niles 42	545	440	91	14
Niles 43	763	551	197	15
Niles 44	679	569	98	12
Niles 45	461	377	69	15
Niles 46	699	545	140	14
Niles 47	366	314	47	5
Niles 48	499	405	82	12
Niles 49	827	739	72	16
Niles 50	700	495	189	16
Niles 51	344	246	90	8
Niles 52	473	333	124	16
Niles 53	850	671	160	19
Niles 54	386	292	78	16
Niles 55	393	341	44	8
Niles 56	782	565	207	10
Niles 57	688	505	164	19
Niles 58	633	496	118	19
Niles 59	902	681	196	25
Niles 60	776	615	143	18
Niles 61	750	606	123	21
Niles 62	364	293	62	9
Niles 63	720	586	114	20
Niles 64	776	604	158	14
Northfield 1	682	469	197	16
Northfield 2	638	455	172	11
Northfield 3	486	351	124	11
Northfield 4	607	410	183	14
Northfield 5	448	300	133	15
Northfield 6	693	427	253	13
Northfield 7	926	646	269	11
Northfield 8	726	441	265	20
Northfield 9	504	337	151	16
Northfield 10	554	399	132	23
Northfield 11	399	287	104	8
Northfield 12	1,081	706	354	21
Northfield 13	553	367	171	15
Northfield 14	547	371	165	11
Northfield 15	503	382	112	9
Northfield 16	771	571	190	10
Northfield 17	565	435	126	4
Northfield 18	891	667	209	15
Northfield 19	710	489	198	23
Northfield 20	672	499	166	7
Northfield 21	942	667	253	22
Northfield 22	716	553	154	9
Northfield 23	543	329	205	9
Northfield 24	623	445	164	14
Northfield 25	610	425	173	12
Northfield 26	570	440	123	7
Northfield 27	610	467	137	6
Northfield 28	1,028	750	248	30
Northfield 29	560	402	151	7
Northfield 30	731	510	204	17
Northfield 31	818	510	292	16
Northfield 32	910	665	230	15
Northfield 33	365	221	136	8
Northfield 34	524	324	193	7
Northfield 35	682	426	239	17
Northfield 36	467	309	145	13
Northfield 37	749	494	233	22
Northfield 38	535	380	144	11
Northfield 39	358	238	109	11
Northfield 40	410	289	112	9
Northfield 41	596	451	137	8
Northfield 42	595	410	175	10
Northfield 43	683	546	128	9
Northfield 44	491	366	117	8
Northfield 45	839	591	231	17
Northfield 46	884	667	202	15
Northfield 47	832	645	175	12
Northfield 48	641	438	192	11
Northfield 49	507	396	102	9
Northfield 50	807	554	242	11
Northfield 51	1,612	1,069	502	41
Northfield 52	636	467	159	10
Northfield 53	681	534	138	9
Northfield 54	518	430	80	8
Northfield 55	621	524	88	9
Northfield 56	869	589	269	11
Northfield 57	440	304	125	11
Northfield 58	366	226	136	4
Northfield 59	572	419	141	12
Northfield 60	823	661	156	6
Northfield 61	506	330	165	11
Northfield 62	748	511	225	12
Norwood Park 1	500	352	129	19
Norwood Park 2	547	386	143	18
Norwood Park 3	657	450	193	14
Norwood Park 4	657	418	222	17
Norwood Park 5	479	311	152	16
Norwood Park 6	697	454	230	13
Norwood Park 7	426	267	147	12
Norwood Park 8	338	217	113	8
Norwood Park 9	341	239	94	8
Norwood Park 10	386	236	140	10
Norwood Park 11	832	562	246	24
Norwood Park 12	451	318	119	14
Norwood Park 13	402	282	113	7
Norwood Park 14	471	329	130	12
Norwood Park 15	410	283	119	8
Norwood Park 16	360	235	118	7
Norwood Park 17	486	352	129	5
Oak Park 1	532	494	25	13
Oak Park 2	963	824	122	17
Oak Park 3	978	875	83	20
Oak Park 4	837	712	106	19
Oak Park 5	856	761	86	9
Oak Park 6	921	834	66	21
Oak Park 7	594	535	51	8
Oak Park 8	731	685	29	17
Oak Park 9	466	428	26	12
Oak Park 10	721	658	49	14
Oak Park 11	678	608	56	14
Oak Park 12	424	371	38	15
Oak Park 13	720	660	29	31
Oak Park 14	829	730	84	15
Oak Park 15	930	854	55	21
Oak Park 16	1,067	940	102	25
Oak Park 17	1,097	997	73	27
Oak Park 18	707	578	115	14
Oak Park 19	794	707	71	16
Oak Park 20	1,060	945	95	20
Oak Park 21	542	515	21	6
Oak Park 22	550	492	46	12
Oak Park 23	756	665	70	21
Oak Park 24	545	485	48	12
Oak Park 25	713	637	55	21
Oak Park 26	658	605	35	18
Oak Park 27	215	189	21	5
Oak Park 28	964	863	78	23
Oak Park 29	712	624	68	20
Oak Park 30	875	798	53	24
Oak Park 31	1,161	1,057	76	28
Oak Park 32	493	459	23	11
Oak Park 33	663	596	48	19
Oak Park 34	626	566	44	16
Oak Park 35	918	792	99	27
Oak Park 36	914	813	78	23
Oak Park 37	491	439	38	14
Orland 1	832	579	238	15
Orland 2	656	384	261	11
Orland 3	304	217	79	8
Orland 4	398	234	149	15
Orland 5	408	249	152	7
Orland 6	360	260	93	7
Orland 7	306	206	88	12
Orland 8	424	292	118	14
Orland 9	627	424	188	15
Orland 10	585	381	192	12
Orland 11	386	249	123	14
Orland 12	258	162	86	10
Orland 13	789	544	223	22
Orland 14	549	370	166	13
Orland 15	763	447	304	12
Orland 16	554	310	236	8
Orland 17	391	278	102	11
Orland 18	720	453	254	13
Orland 19	389	253	124	12
Orland 20	313	176	127	10
Orland 21	712	428	266	18
Orland 22	520	344	168	8
Orland 23	448	311	132	5
Orland 24	505	318	172	15
Orland 25	900	576	305	19
Orland 26	446	298	132	16
Orland 27	384	251	121	12
Orland 28	400	214	171	15
Orland 29	842	484	343	15
Orland 30	368	224	134	10
Orland 31	401	260	130	11
Orland 32	338	203	125	10
Orland 33	451	283	153	15
Orland 34	622	374	233	15
Orland 35	584	375	197	12
Orland 36	648	445	188	15
Orland 37	615	386	223	6
Orland 38	316	201	100	15
Orland 39	471	305	158	8
Orland 40	608	367	229	12
Orland 41	498	310	175	13
Orland 42	635	419	204	12
Orland 43	503	359	141	3
Orland 44	471	283	177	11
Orland 45	539	346	187	6
Orland 46	411	268	132	11
Orland 47	802	486	306	10
Orland 48	538	354	166	18
Orland 49	410	259	139	12
Orland 50	444	294	127	23
Orland 51	665	404	245	16
Orland 52	583	365	204	14
Orland 53	469	302	155	12
Orland 54	797	459	323	15
Orland 55	435	281	144	10
Orland 56	497	249	244	4
Orland 57	577	345	224	8
Orland 58	586	384	187	15
Orland 59	573	352	210	11
Orland 60	410	265	137	8
Orland 61	465	290	162	13
Orland 62	594	391	194	9
Orland 63	610	371	223	16
Orland 64	751	422	321	8
Orland 65	534	308	220	6
Orland 66	520	333	175	12
Orland 67	358	235	110	13
Orland 68	461	271	178	12
Orland 69	288	222	60	6
Orland 70	724	475	231	18
Orland 71	558	300	246	12
Orland 72	443	288	140	15
Orland 73	729	486	220	23
Orland 74	364	252	106	6
Orland 75	709	390	308	11
Palatine 1	464	313	139	12
Palatine 2	843	584	239	20
Palatine 3	520	258	248	14
Palatine 4	335	251	73	11
Palatine 5	764	520	218	26
Palatine 6	705	517	172	16
Palatine 7	667	465	185	17
Palatine 8	701	481	196	24
Palatine 9	589	332	244	13
Palatine 10	795	448	332	15
Palatine 11	529	343	158	28
Palatine 12	578	328	240	10
Palatine 13	534	358	153	23
Palatine 14	577	393	170	14
Palatine 15	701	471	198	32
Palatine 16	381	293	73	15
Palatine 17	607	402	183	22
Palatine 18	438	306	122	10
Palatine 19	655	411	234	10
Palatine 20	495	359	100	36
Palatine 21	737	516	199	22
Palatine 22	586	406	170	10
Palatine 23	480	263	213	4
Palatine 24	742	481	247	14
Palatine 25	516	347	160	9
Palatine 26	794	527	242	25
Palatine 27	426	299	114	13
Palatine 28	441	287	147	7
Palatine 29	783	533	230	20
Palatine 30	472	325	126	21
Palatine 31	471	310	158	3
Palatine 32	620	388	213	19
Palatine 33	367	264	86	17
Palatine 34	808	481	311	16
Palatine 35	565	392	159	14
Palatine 36	533	346	175	12
Palatine 37	696	479	203	14
Palatine 38	604	337	255	12
Palatine 39	837	555	261	21
Palatine 40	922	601	297	24
Palatine 41	801	537	250	14
Palatine 42	783	519	242	22
Palatine 43	571	353	208	10
Palatine 44	788	388	382	18
Palatine 45	521	322	185	14
Palatine 46	706	462	228	16
Palatine 47	639	425	200	14
Palatine 48	536	347	181	8
Palatine 49	457	252	202	3
Palatine 50	897	591	287	19
Palatine 51	353	228	112	13
Palatine 52	636	375	251	10
Palatine 53	471	314	140	17
Palatine 54	798	537	246	15
Palatine 55	438	288	140	10
Palatine 56	689	459	212	18
Palatine 57	834	590	216	28
Palatine 58	490	328	138	24
Palatine 59	806	553	226	27
Palatine 60	544	424	101	19
Palatine 61	352	248	89	15
Palatine 62	465	345	107	13
Palatine 63	611	395	198	18
Palatine 64	559	381	155	23
Palatine 65	525	331	177	17
Palatine 66	665	500	143	22
Palatine 67	558	277	273	8
Palatine 68	534	322	204	8
Palatine 69	603	390	186	27
Palos 1	370	199	163	8
Palos 2	454	262	189	3
Palos 3	472	298	161	13
Palos 4	406	273	123	10
Palos 5	338	219	105	14
Palos 6	278	194	78	6
Palos 7	567	404	141	22
Palos 8	225	131	88	6
Palos 9	441	258	171	12
Palos 10	702	373	314	15
Palos 11	571	333	226	12
Palos 12	490	322	147	21
Palos 13	570	306	253	11
Palos 14	356	235	113	8
Palos 15	555	328	214	13
Palos 16	751	439	290	22
Palos 17	627	436	164	27
Palos 18	616	413	189	14
Palos 19	633	427	182	24
Palos 20	595	390	186	19
Palos 21	368	244	110	14
Palos 22	93	55	33	5
Palos 23	343	219	109	15
Palos 24	364	203	153	8
Palos 25	476	434	27	15
Palos 26	330	212	109	9
Palos 27	554	389	141	24
Palos 28	393	344	35	14
Palos 29	610	331	264	15
Palos 30	637	435	182	20
Palos 31	586	376	199	11
Palos 32	267	180	84	3
Palos 33	682	434	238	10
Palos 34	375	241	127	7
Palos 35	670	432	218	20
Palos 36	617	414	188	15
Palos 37	661	381	264	16
Palos 38	510	330	167	13
Palos 39	684	398	274	12
Proviso 1	428	383	39	6
Proviso 2	398	364	27	7
Proviso 3	604	511	76	17
Proviso 4	520	512	5	3
Proviso 5	515	503	7	5
Proviso 6	426	307	110	9
Proviso 7	125	97	26	2
Proviso 8	352	314	29	9
Proviso 9	463	441	12	10
Proviso 10	374	338	25	11
Proviso 11	385	331	43	11
Proviso 12	561	473	81	7
Proviso 13	519	412	93	14
Proviso 14	323	275	44	4
Proviso 15	421	385	29	7
Proviso 16	476	419	51	6
Proviso 17	337	324	9	4
Proviso 18	642	621	11	10
Proviso 19	511	495	10	6
Proviso 20	442	435	5	2
Proviso 21	480	381	88	11
Proviso 22	412	404	6	2
Proviso 23	249	195	50	4
Proviso 24	873	658	198	17
Proviso 25	698	519	153	26
Proviso 26	732	563	150	19
Proviso 27	637	506	106	25
Proviso 28	641	455	170	16
Proviso 29	776	606	134	36
Proviso 30	577	514	52	11
Proviso 31	332	323	5	4
Proviso 32	700	526	151	23
Proviso 33	577	561	8	8
Proviso 34	853	808	30	15
Proviso 35	711	482	220	9
Proviso 36	505	484	11	10
Proviso 37	349	343	5	1
Proviso 38	471	449	16	6
Proviso 39	598	549	43	6
Proviso 40	509	493	11	5
Proviso 41	433	415	14	4
Proviso 42	333	323	5	5
Proviso 43	341	327	5	9
Proviso 44	367	352	9	6
Proviso 45	459	451	6	2
Proviso 46	173	115	52	6
Proviso 47	279	271	1	7
Proviso 48	624	582	30	12
Proviso 49	391	358	29	4
Proviso 50	779	650	109	20
Proviso 51	623	499	105	19
Proviso 52	355	342	9	4
Proviso 53	521	507	8	6
Proviso 54	904	685	192	27
Proviso 55	569	432	123	14
Proviso 56	407	393	11	3
Proviso 57	503	399	84	20
Proviso 58	325	315	7	3
Proviso 59	463	404	54	5
Proviso 60	372	326	41	5
Proviso 61	645	577	48	20
Proviso 62	698	600	71	27
Proviso 63	675	498	148	29
Proviso 64	516	502	5	9
Proviso 65	447	398	34	15
Proviso 66	732	629	81	22
Proviso 67	864	751	87	26
Proviso 68	409	326	73	10
Proviso 69	393	375	8	10
Proviso 70	502	388	108	6
Proviso 71	896	767	109	20
Proviso 72	517	452	49	16
Proviso 73	551	466	65	20
Proviso 74	620	532	70	18
Proviso 75	651	521	107	23
Proviso 76	669	580	77	12
Proviso 77	356	266	81	9
Proviso 78	148	118	27	3
Proviso 79	425	412	9	4
Proviso 80	317	279	28	10
Proviso 81	437	384	44	9
Proviso 82	706	681	13	12
Proviso 83	612	595	10	7
Proviso 84	429	289	135	5
Proviso 85	642	506	120	16
Proviso 86	490	482	2	6
Proviso 87	561	451	100	10
Proviso 88	231	202	22	7
Proviso 89	450	348	86	16
Proviso 90	909	711	164	34
Proviso 91	448	402	41	5
Proviso 92	739	586	133	20
Proviso 93	412	337	64	11
Proviso 94	435	416	7	12
Proviso 95	443	386	52	5
Proviso 96	360	274	80	6
Proviso 97	822	592	207	23
Proviso 98	565	457	98	10
Proviso 99	511	483	17	11
Proviso 100	706	565	134	7
Proviso 101	526	407	107	12
Proviso 102	689	537	131	21
Rich 1	1,869	1,811	41	17
Rich 2	585	555	25	5
Rich 3	841	742	86	13
Rich 4	470	450	12	8
Rich 5	725	674	42	9
Rich 6	823	774	35	14
Rich 7	542	451	82	9
Rich 8	917	854	49	14
Rich 9	746	714	20	12
Rich 10	453	412	34	7
Rich 11	568	496	57	15
Rich 12	667	613	41	13
Rich 13	330	300	24	6
Rich 14	470	412	52	6
Rich 15	923	901	17	5
Rich 16	435	383	43	9
Rich 17	486	419	55	12
Rich 18	619	589	22	8
Rich 19	402	288	108	6
Rich 20	900	617	266	17
Rich 21	696	641	39	16
Rich 22	547	483	49	15
Rich 23	798	765	29	4
Rich 24	642	586	44	12
Rich 25	844	790	38	16
Rich 26	658	599	50	9
Rich 27	637	597	31	9
Rich 28	467	448	7	12
Rich 29	640	529	103	8
Rich 30	803	771	20	12
Rich 31	524	409	100	15
Rich 32	750	694	48	8
Rich 33	511	414	88	9
Rich 34	562	540	15	7
Rich 35	448	417	26	5
Rich 36	1,392	1,313	59	20
Rich 37	463	454	4	5
Rich 38	546	514	28	4
Rich 39	649	597	43	9
Rich 40	527	497	21	9
Rich 41	394	367	22	5
Rich 42	552	541	7	4
Rich 43	643	616	20	7
Rich 44	447	431	13	3
Rich 45	773	706	54	13
Rich 46	838	809	17	12
Rich 47	869	838	21	10
Rich 48	622	601	8	13
Rich 49	539	480	46	13
Rich 50	283	194	79	10
Rich 51	532	503	21	8
River Forest 1	960	715	223	22
River Forest 2	630	454	168	8
River Forest 3	658	532	106	20
River Forest 4	781	618	136	27
River Forest 5	504	414	83	7
River Forest 6	486	372	105	9
River Forest 7	689	558	112	19
River Forest 8	875	720	123	32
Riverside 1	713	524	170	19
Riverside 2	61	45	13	3
Riverside 3	425	327	86	12
Riverside 4	843	629	194	20
Riverside 5	413	329	70	14
Riverside 6	513	381	112	20
Riverside 7	445	328	100	17
Riverside 8	772	590	158	24
Riverside 9	533	399	124	10
Riverside 10	759	532	208	19
Riverside 11	825	617	175	33
Riverside 12	418	304	99	15
Riverside 13	646	489	137	20
Schaumburg 1	907	679	207	21
Schaumburg 2	796	564	195	37
Schaumburg 3	556	374	161	21
Schaumburg 4	336	273	52	11
Schaumburg 5	364	252	107	5
Schaumburg 6	456	325	116	15
Schaumburg 7	370	285	75	10
Schaumburg 8	449	314	116	19
Schaumburg 9	489	373	98	18
Schaumburg 10	363	271	85	7
Schaumburg 11	521	329	183	9
Schaumburg 12	559	411	138	10
Schaumburg 13	406	286	110	10
Schaumburg 14	645	410	218	17
Schaumburg 15	566	364	183	19
Schaumburg 16	659	460	182	17
Schaumburg 17	597	385	192	20
Schaumburg 18	470	364	89	17
Schaumburg 19	415	289	111	15
Schaumburg 20	437	285	145	7
Schaumburg 21	744	488	229	27
Schaumburg 22	592	477	103	12
Schaumburg 23	588	413	154	21
Schaumburg 24	662	450	193	19
Schaumburg 25	544	391	138	15
Schaumburg 26	613	431	162	20
Schaumburg 27	482	344	123	15
Schaumburg 28	658	482	159	17
Schaumburg 29	659	441	195	23
