Precinct	total_votes	votes|Michael W. Frerichs	votes|Jim Dodge	votes|Michael Leheney
Evanston Ward 4 Precinct 2	652	579	54	19
Evanston Ward 4 Precinct 3	527	442	74	11
Evanston Ward 4 Precinct 4	1013	909	95	9
Evanston Ward 4 Precinct 5	383	330	43	10
Evanston Ward 4 Precinct 6	896	763	107	26
Evanston Ward 5 Precinct 1	572	519	24	29
Evanston Ward 5 Precinct 2	924	810	90	24
Evanston Ward 5 Precinct 3	636	593	21	22
Evanston Ward 5 Precinct 4	339	321	13	5
Evanston Ward 6 Precinct 1	1094	878	192	24
Evanston Ward 6 Precinct 2	551	463	78	10
Evanston Ward 6 Precinct 3	592	501	76	15
Evanston Ward 6 Precinct 4	742	637	92	13
Evanston Ward 6 Precinct 5	918	754	141	23
Evanston Ward 6 Precinct 6	539	394	136	9
Evanston Ward 6 Precinct 7	895	771	104	20
Evanston Ward 7 Precinct 1	1061	908	126	27
Evanston Ward 7 Precinct 2	1151	973	159	19
Evanston Ward 7 Precinct 3	430	356	57	17
Evanston Ward 7 Precinct 4	517	457	51	9
Evanston Ward 7 Precinct 5	938	769	148	21
Evanston Ward 7 Precinct 6	46	43	1	2
Evanston Ward 8 Precinct 1	765	686	61	18
Evanston Ward 8 Precinct 2	590	522	53	15
Evanston Ward 8 Precinct 3	505	453	31	21
Evanston Ward 8 Precinct 4	678	608	57	13
Evanston Ward 8 Precinct 5	814	716	81	17
Evanston Ward 9 Precinct 1	548	477	51	20
Evanston Ward 9 Precinct 2	611	564	30	17
Evanston Ward 9 Precinct 3	934	825	87	22
Evanston Ward 9 Precinct 4	791	719	58	14
Evanston Ward 9 Precinct 5	472	423	43	6
Evanston Ward 9 Precinct 6	621	549	54	18
Hanover 1	748	447	281	20
Hanover 2	568	320	235	13
Hanover 3	248	165	65	18
Hanover 4	533	313	197	23
Hanover 5	526	317	186	23
Hanover 6	431	255	162	14
Hanover 7	567	333	208	26
Hanover 8	483	257	204	22
Hanover 9	571	301	252	18
Hanover 10	312	202	100	10
Hanover 11	503	327	142	34
Hanover 12	325	214	93	18
Hanover 13	381	235	128	18
Hanover 14	688	415	250	23
Hanover 15	385	249	117	19
Hanover 16	731	394	303	34
Hanover 17	406	237	148	21
Hanover 18	482	315	148	19
Hanover 19	499	224	267	8
Hanover 20	795	449	318	28
Hanover 21	344	160	168	16
Hanover 22	492	295	174	23
Hanover 23	568	318	227	23
Hanover 24	498	346	131	21
Hanover 25	524	283	222	19
Hanover 26	774	446	301	27
Hanover 27	1603	890	671	42
Hanover 28	713	428	263	22
Hanover 29	311	222	80	9
Hanover 30	555	316	210	29
Hanover 31	480	199	262	19
Hanover 32	417	286	119	12
Hanover 33	515	326	172	17
Hanover 34	631	401	200	30
Hanover 35	515	344	152	19
Hanover 36	401	264	120	17
Hanover 37	733	480	227	26
Hanover 38	616	336	262	18
Hanover 39	610	382	207	21
Hanover 40	642	370	239	33
Hanover 41	818	477	313	28
Hanover 42	591	297	269	25
Hanover 43	610	382	205	23
Hanover 44	698	373	304	21
Lemont 1	617	194	400	23
Lemont 2	465	185	269	11
Lemont 3	738	285	441	12
Lemont 4	647	244	376	27
Lemont 5	609	294	277	38
Lemont 6	650	274	360	16
Lemont 7	535	259	256	20
Lemont 8	723	344	348	31
Lemont 9	417	134	274	9
Lemont 10	454	224	205	25
Lemont 11	865	317	518	30
Lemont 12	806	292	492	22
Lemont 13	784	279	478	27
Lemont 14	636	211	406	19
Leyden 1	336	230	94	12
Leyden 2	244	146	88	10
Leyden 3	590	348	219	23
Leyden 4	430	284	127	19
Leyden 5	452	292	143	17
Leyden 6	614	405	179	30
Leyden 7	268	170	84	14
Leyden 8	558	378	156	24
Leyden 9	707	368	321	18
Leyden 10	639	404	212	23
Leyden 11	535	294	215	26
Leyden 12	633	148	473	12
Leyden 13	547	374	149	24
Leyden 14	424	259	147	18
Leyden 15	564	353	183	28
Leyden 16	523	339	162	22
Leyden 17	427	239	174	14
Leyden 18	295	185	101	9
Leyden 19	508	302	180	26
Leyden 20	258	137	108	13
Leyden 21	307	254	42	11
Leyden 22	418	187	213	18
Leyden 23	949	483	438	28
Leyden 24	472	334	119	19
Leyden 25	324	179	135	10
Leyden 26	802	454	318	30
Leyden 27	117	62	50	5
Leyden 28	250	170	70	10
Leyden 29	323	228	82	13
Leyden 30	583	316	246	21
Leyden 31	491	311	147	33
Leyden 32	576	362	183	31
Leyden 33	492	312	162	18
Leyden 34	381	243	119	19
Leyden 35	239	155	66	18
Leyden 36	460	315	123	22
Leyden 37	327	189	126	12
Leyden 38	200	101	92	7
Leyden 39	350	226	104	20
Leyden 40	449	288	141	20
Leyden 41	253	180	66	7
Leyden 42	475	227	229	19
Leyden 43	373	245	112	16
Leyden 44	417	231	168	18
Leyden 45	375	209	155	11
Leyden 46	428	278	128	22
Leyden 47	419	244	169	6
Leyden 48	504	340	146	18
Leyden 49	723	419	271	33
Leyden 50	667	433	204	30
Lyons 1	66	40	24	2
Lyons 2	475	303	140	32
Lyons 3	447	268	154	25
Lyons 4	843	561	248	34
Lyons 5	572	366	194	12
Lyons 6	380	240	123	17
Lyons 7	511	423	75	13
Lyons 8	304	192	103	9
Lyons 9	703	474	210	19
Lyons 10	486	301	165	20
Lyons 11	468	282	166	20
Lyons 12	417	167	244	6
Lyons 13	211	197	8	6
Lyons 14	721	406	300	15
Lyons 15	654	405	227	22
Lyons 16	1056	672	352	32
Lyons 17	378	173	201	4
Lyons 18	500	296	193	11
Lyons 19	473	313	143	17
Lyons 20	993	522	436	35
Lyons 21	980	547	406	27
Lyons 22	332	246	66	20
Lyons 23	636	302	298	36
Lyons 24	503	272	215	16
Lyons 25	533	280	228	25
Lyons 26	399	173	204	22
Lyons 27	568	204	353	11
Lyons 28	729	348	355	26
Lyons 29	404	209	180	15
Lyons 30	89	50	38	1
Lyons 31	568	291	263	14
Lyons 32	255	132	111	12
Lyons 33	196	107	77	12
Lyons 34	256	145	102	9
Lyons 35	439	196	223	20
Lyons 36	579	221	348	10
Lyons 37	355	214	126	15
Lyons 38	244	153	76	15
Lyons 39	604	341	237	26
Lyons 40	488	286	194	8
Lyons 41	355	155	184	16
Lyons 42	571	279	277	15
Lyons 43	519	264	240	15
Lyons 44	941	448	475	18
Lyons 45	785	484	252	49
Lyons 46	442	210	215	17
Lyons 47	590	337	241	12
Lyons 48	494	312	160	22
Lyons 49	370	181	173	16
Lyons 50	632	393	216	23
Lyons 51	378	232	129	17
Lyons 52	633	347	264	22
Lyons 53	574	287	273	14
Lyons 54	314	173	132	9
Lyons 55	663	293	353	17
Lyons 56	639	461	149	29
Lyons 57	508	401	85	22
Lyons 58	371	209	145	17
Lyons 59	414	271	128	15
Lyons 60	702	606	69	27
Lyons 61	578	295	263	20
Lyons 62	280	105	175	0
Lyons 63	804	355	432	17
Lyons 64	460	310	134	16
Lyons 65	650	365	252	33
Lyons 66	334	232	89	13
Lyons 67	540	348	164	28
Lyons 68	376	244	113	19
Lyons 69	779	377	391	11
Lyons 70	389	359	20	10
Lyons 71	205	141	54	10
Lyons 72	762	413	327	22
Lyons 73	541	305	222	14
Lyons 74	259	144	98	17
Lyons 75	328	208	102	18
Lyons 76	377	203	154	20
Lyons 77	373	197	159	17
Lyons 78	386	183	187	16
Maine 1	372	224	133	15
Maine 2	417	282	126	9
Maine 3	243	151	83	9
Maine 4	566	307	242	17
Maine 5	593	383	187	23
Maine 6	789	473	276	40
Maine 7	392	222	151	19
Maine 8	615	313	277	25
Maine 9	847	536	272	39
Maine 10	436	246	173	17
Maine 11	379	215	154	10
Maine 12	395	239	143	13
Maine 13	537	305	209	23
Maine 14	686	409	239	38
Maine 15	313	189	112	12
Maine 16	391	230	140	21
Maine 17	540	319	205	16
Maine 18	466	269	166	31
Maine 19	358	197	140	21
Maine 20	318	191	117	10
Maine 21	751	398	332	21
Maine 22	728	394	308	26
Maine 23	455	278	161	16
Maine 24	772	435	322	15
Maine 25	641	382	244	15
Maine 26	511	320	171	20
Maine 27	400	255	137	8
Maine 28	245	178	59	8
Maine 29	851	395	425	31
Maine 30	1368	720	613	35
Maine 31	533	320	196	17
Maine 32	336	180	147	9
Maine 33	327	252	64	11
Maine 34	642	409	209	24
Maine 35	486	324	138	24
Maine 36	549	251	277	21
Maine 37	630	263	349	18
Maine 38	398	214	171	13
Maine 39	490	247	228	15
Maine 40	481	285	187	9
Maine 41	421	232	175	14
Maine 42	834	443	370	21
Maine 43	481	203	257	21
Maine 44	381	213	153	15
Maine 45	216	163	49	4
Maine 46	550	278	260	12
Maine 47	542	338	184	20
Maine 48	672	382	265	25
Maine 49	505	312	163	30
Maine 50	553	283	251	19
Maine 51	475	282	178	15
Maine 52	508	311	188	9
Maine 53	447	276	153	18
Maine 54	602	334	248	20
Maine 55	448	234	207	7
Maine 56	634	351	259	24
Maine 57	318	224	91	3
Maine 58	566	258	281	27
Maine 59	522	283	218	21
Maine 60	951	445	484	22
Maine 61	328	184	136	8
Maine 62	266	160	99	7
Maine 63	381	231	138	12
Maine 64	419	193	212	14
Maine 65	395	166	211	18
Maine 66	275	104	157	14
Maine 67	815	360	429	26
Maine 68	388	226	147	15
Maine 69	493	270	211	12
Maine 70	535	361	150	24
Maine 71	273	169	99	5
Maine 72	439	215	210	14
Maine 73	182	93	82	7
Maine 74	455	275	166	14
Maine 75	444	232	195	17
Maine 76	314	170	131	13
Maine 77	836	485	324	27
Maine 78	441	304	123	14
Maine 79	432	310	108	14
Maine 80	520	285	214	21
Maine 81	306	172	123	11
Maine 82	492	288	186	18
Maine 83	399	182	207	10
Maine 84	289	152	130	7
Maine 85	310	161	140	9
Maine 86	427	297	104	26
Maine 87	368	194	151	23
Maine 88	373	149	216	8
Maine 89	364	214	142	8
Maine 90	300	151	139	10
Maine 91	771	436	304	31
Maine 92	360	218	126	16
New Trier 1	989	672	305	12
New Trier 2	1038	727	291	20
New Trier 3	691	496	179	16
New Trier 4	852	592	250	10
New Trier 5	557	384	158	15
New Trier 6	480	333	138	9
New Trier 7	681	422	248	11
New Trier 8	569	298	260	11
New Trier 9	744	375	357	12
New Trier 10	677	353	307	17
New Trier 11	830	382	433	15
New Trier 12	775	385	376	14
New Trier 13	899	558	328	13
New Trier 14	796	403	379	14
New Trier 15	928	543	364	21
New Trier 16	933	447	462	24
New Trier 17	649	465	174	10
New Trier 18	532	311	215	6
New Trier 19	494	178	306	10
New Trier 20	915	529	364	22
New Trier 21	763	535	210	18
New Trier 22	655	290	345	20
New Trier 23	710	294	405	11
New Trier 24	794	595	173	26
New Trier 25	599	329	259	11
New Trier 26	514	375	131	8
New Trier 27	679	487	178	14
New Trier 28	562	343	203	16
New Trier 29	620	378	226	16
New Trier 30	819	463	337	19
New Trier 31	736	498	221	17
New Trier 32	632	423	202	7
New Trier 33	813	589	200	24
New Trier 34	549	363	172	14
New Trier 35	436	280	148	8
New Trier 36	897	594	287	16
New Trier 37	681	481	190	10
New Trier 38	709	502	194	13
New Trier 39	489	305	163	21
New Trier 40	427	228	193	6
New Trier 41	560	277	277	6
Niles 1	622	317	285	20
Niles 2	643	385	229	29
Niles 3	966	528	420	18
Niles 4	476	281	180	15
Niles 5	358	203	146	9
Niles 6	552	289	254	9
Niles 7	858	613	224	21
Niles 8	297	228	62	7
Niles 9	420	228	181	11
Niles 10	617	396	199	22
Niles 11	331	206	119	6
Niles 12	400	298	91	11
Niles 13	654	372	250	32
Niles 14	743	583	145	15
Niles 15	615	452	148	15
Niles 16	766	547	193	26
Niles 17	706	539	156	11
Niles 18	374	285	78	11
Niles 19	640	435	196	9
Niles 20	521	355	143	23
Niles 21	866	692	157	17
Niles 22	531	390	125	16
Niles 23	599	444	138	17
Niles 24	656	478	157	21
Niles 25	348	246	91	11
Niles 26	645	407	221	17
Niles 27	478	378	89	11
Niles 28	695	494	186	15
Niles 29	400	279	117	4
Niles 30	462	312	144	6
Niles 31	645	456	169	20
Niles 32	294	224	61	9
Niles 33	706	562	130	14
Niles 34	542	379	150	13
Niles 35	677	466	197	14
Niles 36	373	310	55	8
Niles 37	590	439	132	19
Niles 38	946	612	309	25
Niles 39	678	470	190	18
Niles 40	302	175	119	8
Niles 41	663	489	158	16
Niles 42	536	396	111	29
Niles 43	744	456	268	20
Niles 44	672	515	150	7
Niles 45	454	332	106	16
Niles 46	690	475	195	20
Niles 47	361	281	69	11
Niles 48	505	368	121	16
Niles 49	823	679	129	15
Niles 50	692	416	244	32
Niles 51	338	206	125	7
Niles 52	466	293	158	15
Niles 53	836	578	230	28
Niles 54	378	248	114	16
Niles 55	391	306	70	15
Niles 56	770	448	301	21
Niles 57	679	433	227	19
Niles 58	622	426	177	19
Niles 59	893	562	299	32
Niles 60	761	543	195	23
Niles 61	737	526	193	18
Niles 62	359	265	80	14
Niles 63	714	542	153	19
Niles 64	764	544	199	21
Northfield 1	671	416	236	19
Northfield 2	631	365	253	13
Northfield 3	479	317	149	13
Northfield 4	600	312	262	26
Northfield 5	440	238	181	21
Northfield 6	684	298	374	12
Northfield 7	903	508	375	20
Northfield 8	718	350	349	19
Northfield 9	497	260	224	13
Northfield 10	544	321	194	29
Northfield 11	390	238	141	11
Northfield 12	1073	535	503	35
Northfield 13	543	287	237	19
Northfield 14	541	334	199	8
Northfield 15	504	335	163	6
Northfield 16	762	471	280	11
Northfield 17	552	365	180	7
Northfield 18	878	572	290	16
Northfield 19	699	396	283	20
Northfield 20	672	405	261	6
Northfield 21	937	518	392	27
Northfield 22	701	456	240	5
Northfield 23	535	231	292	12
Northfield 24	611	342	256	13
Northfield 25	601	327	261	13
Northfield 26	569	381	175	13
Northfield 27	601	392	195	14
Northfield 28	1021	631	353	37
Northfield 29	549	329	212	8
Northfield 30	723	404	304	15
Northfield 31	805	393	395	17
Northfield 32	897	540	335	22
Northfield 33	361	194	158	9
Northfield 34	524	253	261	10
Northfield 35	671	328	322	21
Northfield 36	456	267	177	12
Northfield 37	747	382	344	21
Northfield 38	527	303	203	21
Northfield 39	355	183	151	21
Northfield 40	403	237	156	10
Northfield 41	582	383	188	11
Northfield 42	592	313	269	10
Northfield 43	679	463	206	10
Northfield 44	485	307	170	8
Northfield 45	820	468	334	18
Northfield 46	878	549	310	19
Northfield 47	810	539	260	11
Northfield 48	624	331	282	11
Northfield 49	493	338	145	10
Northfield 50	789	437	341	11
Northfield 51	1600	891	678	31
Northfield 52	622	375	228	19
Northfield 53	666	454	208	4
Northfield 54	512	390	115	7
Northfield 55	607	467	128	12
Northfield 56	858	475	367	16
Northfield 57	432	251	171	10
Northfield 58	358	194	159	5
Northfield 59	565	359	193	13
Northfield 60	810	581	224	5
Northfield 61	496	255	225	16
Northfield 62	740	398	330	12
Norwood Park 1	495	292	179	24
Norwood Park 2	543	310	207	26
Norwood Park 3	647	350	270	27
Norwood Park 4	639	314	300	25
Norwood Park 5	473	238	217	18
Norwood Park 6	685	324	341	20
Norwood Park 7	416	199	200	17
Norwood Park 8	324	149	163	12
Norwood Park 9	327	174	142	11
Norwood Park 10	372	163	196	13
Norwood Park 11	823	422	369	32
Norwood Park 12	438	255	163	20
Norwood Park 13	390	185	194	11
Norwood Park 14	469	259	194	16
Norwood Park 15	399	210	176	13
Norwood Park 16	348	173	160	15
Norwood Park 17	481	258	207	16
Oak Park 1	529	480	39	10
Oak Park 2	946	758	171	17
Oak Park 3	963	803	138	22
Oak Park 4	824	652	150	22
Oak Park 5	843	688	135	20
Oak Park 6	913	774	104	35
Oak Park 7	589	494	85	10
Oak Park 8	723	655	53	15
Oak Park 9	460	404	41	15
Oak Park 10	712	628	71	13
Oak Park 11	667	576	79	12
Oak Park 12	416	343	58	15
Oak Park 13	710	634	53	23
Oak Park 14	811	659	137	15
Oak Park 15	921	815	71	35
Oak Park 16	1061	881	148	32
Oak Park 17	1086	913	143	30
Oak Park 18	696	535	139	22
Oak Park 19	781	646	107	28
Oak Park 20	1046	866	148	32
Oak Park 21	535	487	36	12
Oak Park 22	546	461	68	17
Oak Park 23	750	612	113	25
Oak Park 24	540	439	91	10
Oak Park 25	703	607	79	17
Oak Park 26	655	577	59	19
Oak Park 27	215	175	33	7
Oak Park 28	952	805	118	29
Oak Park 29	703	573	105	25
Oak Park 30	858	753	75	30
Oak Park 31	1144	993	117	34
Oak Park 32	491	438	37	16
Oak Park 33	655	570	56	29
Oak Park 34	620	530	77	13
Oak Park 35	911	737	142	32
Oak Park 36	907	764	126	17
Oak Park 37	485	415	51	19
Orland 1	818	425	369	24
Orland 2	651	287	343	21
Orland 3	298	174	113	11
Orland 4	396	168	212	16
Orland 5	406	196	197	13
Orland 6	355	207	132	16
Orland 7	296	153	131	12
Orland 8	421	232	170	19
Orland 9	617	323	266	28
Orland 10	577	269	285	23
Orland 11	378	194	168	16
Orland 12	255	126	122	7
Orland 13	777	440	307	30
Orland 14	543	300	231	12
Orland 15	757	314	420	23
Orland 16	551	224	318	9
Orland 17	387	222	144	21
Orland 18	715	328	374	13
Orland 19	387	179	196	12
Orland 20	310	134	168	8
Orland 21	704	296	386	22
Orland 22	514	240	258	16
Orland 23	445	237	201	7
Orland 24	499	220	266	13
Orland 25	887	408	460	19
Orland 26	437	234	183	20
Orland 27	382	195	173	14
Orland 28	398	163	223	12
Orland 29	839	372	454	13
Orland 30	364	169	189	6
Orland 31	396	189	191	16
Orland 32	337	138	185	14
Orland 33	446	206	224	16
Orland 34	611	261	332	18
Orland 35	578	237	321	20
Orland 36	641	362	256	23
Orland 37	622	282	330	10
Orland 38	307	169	130	8
Orland 39	465	214	244	7
Orland 40	604	257	331	16
Orland 41	492	234	240	18
Orland 42	625	306	307	12
Orland 43	491	269	211	11
Orland 44	464	217	238	9
Orland 45	533	243	275	15
Orland 46	411	210	187	14
Orland 47	797	351	433	13
Orland 48	531	251	272	8
Orland 49	401	187	204	10
Orland 50	432	235	174	23
Orland 51	652	291	344	17
Orland 52	576	243	311	22
Orland 53	463	204	238	21
Orland 54	789	310	461	18
Orland 55	428	197	213	18
Orland 56	497	151	337	9
Orland 57	572	226	327	19
Orland 58	584	283	286	15
Orland 59	572	258	297	17
Orland 60	403	185	210	8
Orland 61	461	228	223	10
Orland 62	582	271	291	20
Orland 63	596	276	305	15
Orland 64	750	281	449	20
Orland 65	523	185	324	14
Orland 66	513	231	265	17
Orland 67	355	201	144	10
Orland 68	457	194	248	15
Orland 69	276	182	77	17
Orland 70	714	374	311	29
Orland 71	549	191	342	16
Orland 72	437	232	182	23
Orland 73	719	379	317	23
Orland 74	358	192	157	9
Orland 75	697	258	429	10
Palatine 1	453	248	191	14
Palatine 2	827	436	369	22
Palatine 3	516	176	322	18
Palatine 4	334	225	95	14
Palatine 5	752	417	308	27
Palatine 6	689	406	265	18
Palatine 7	659	353	283	23
Palatine 8	681	385	271	25
Palatine 9	577	248	314	15
Palatine 10	779	309	461	9
Palatine 11	525	294	202	29
Palatine 12	575	228	340	7
Palatine 13	516	279	220	17
Palatine 14	569	317	224	28
Palatine 15	695	399	264	32
Palatine 16	380	259	99	22
Palatine 17	596	338	236	22
Palatine 18	430	238	172	20
Palatine 19	642	303	321	18
Palatine 20	490	339	135	16
Palatine 21	728	395	303	30
Palatine 22	575	299	254	22
Palatine 23	472	160	305	7
Palatine 24	740	394	325	21
Palatine 25	512	264	222	26
Palatine 26	780	414	345	21
Palatine 27	419	251	156	12
Palatine 28	431	236	186	9
Palatine 29	779	440	319	20
Palatine 30	470	251	191	28
Palatine 31	459	240	213	6
Palatine 32	603	268	319	16
Palatine 33	362	229	115	18
Palatine 34	799	383	402	14
Palatine 35	550	305	230	15
Palatine 36	523	288	221	14
Palatine 37	691	394	278	19
Palatine 38	597	247	331	19
Palatine 39	821	446	353	22
Palatine 40	905	452	425	28
Palatine 41	798	426	352	20
Palatine 42	768	428	319	21
Palatine 43	565	278	277	10
Palatine 44	777	271	482	24
Palatine 45	509	234	258	17
Palatine 46	696	368	308	20
Palatine 47	638	328	286	24
Palatine 48	526	248	272	6
Palatine 49	455	188	257	10
Palatine 50	873	444	402	27
Palatine 51	345	183	142	20
Palatine 52	628	286	329	13
Palatine 53	465	243	196	26
Palatine 54	793	438	330	25
Palatine 55	434	226	195	13
Palatine 56	678	377	280	21
Palatine 57	818	460	322	36
Palatine 58	486	279	184	23
Palatine 59	787	432	320	35
Palatine 60	540	381	136	23
Palatine 61	350	227	109	14
Palatine 62	459	301	139	19
Palatine 63	602	314	260	28
Palatine 64	546	321	202	23
Palatine 65	520	271	231	18
Palatine 66	658	434	193	31
Palatine 67	545	177	356	12
Palatine 68	527	247	272	8
Palatine 69	594	320	246	28
Palos 1	362	129	221	12
Palos 2	454	175	268	11
Palos 3	462	208	242	12
Palos 4	400	214	169	17
Palos 5	329	168	146	15
Palos 6	272	154	108	10
Palos 7	564	326	216	22
Palos 8	220	92	114	14
Palos 9	436	179	245	12
Palos 10	697	246	433	18
Palos 11	567	246	312	9
Palos 12	479	270	189	20
Palos 13	568	224	333	11
Palos 14	350	175	164	11
Palos 15	545	225	299	21
Palos 16	745	298	428	19
Palos 17	628	352	241	35
Palos 18	608	342	242	24
Palos 19	630	344	257	29
Palos 20	591	308	260	23
Palos 21	354	194	144	16
Palos 22	91	45	40	6
Palos 23	343	197	131	15
Palos 24	357	140	207	10
Palos 25	469	412	46	11
Palos 26	325	163	152	10
Palos 27	550	310	220	20
Palos 28	389	318	49	22
Palos 29	611	249	340	22
Palos 30	635	318	290	27
Palos 31	570	266	290	14
Palos 32	265	141	116	8
Palos 33	668	286	366	16
Palos 34	376	182	178	16
Palos 35	660	326	307	27
Palos 36	613	318	265	30
Palos 37	660	263	380	17
Palos 38	508	262	229	17
Palos 39	672	294	361	17
Proviso 1	423	346	63	14
Proviso 2	394	349	39	6
Proviso 3	595	468	103	24
Proviso 4	513	490	11	12
Proviso 5	502	475	15	12
Proviso 6	417	249	153	15
Proviso 7	117	77	35	5
Proviso 8	347	275	61	11
Proviso 9	452	421	16	15
Proviso 10	366	321	34	11
Proviso 11	375	286	68	21
Proviso 12	557	408	129	20
Proviso 13	516	371	125	20
Proviso 14	327	248	75	4
Proviso 15	417	360	47	10
Proviso 16	462	360	92	10
Proviso 17	333	309	12	12
Proviso 18	625	584	22	19
Proviso 19	506	484	13	9
Proviso 20	439	419	11	9
Proviso 21	472	304	150	18
Proviso 22	407	379	19	9
Proviso 23	255	147	102	6
Proviso 24	865	511	330	24
Proviso 25	683	416	234	33
Proviso 26	723	471	230	22
Proviso 27	629	426	172	31
Proviso 28	631	382	231	18
Proviso 29	768	519	205	44
Proviso 30	570	476	72	22
Proviso 31	322	304	9	9
Proviso 32	687	436	212	39
Proviso 33	569	534	19	16
Proviso 34	838	768	48	22
Proviso 35	698	358	327	13
Proviso 36	497	456	23	18
Proviso 37	343	329	8	6
Proviso 38	463	423	32	8
Proviso 39	586	494	73	19
Proviso 40	506	472	19	15
Proviso 41	429	399	19	11
Proviso 42	325	308	7	10
Proviso 43	333	310	10	13
Proviso 44	366	337	18	11
Proviso 45	454	436	11	7
Proviso 46	172	88	79	5
Proviso 47	272	252	10	10
Proviso 48	614	551	44	19
Proviso 49	390	327	49	14
Proviso 50	776	595	151	30
Proviso 51	617	441	158	18
Proviso 52	348	321	13	14
Proviso 53	512	484	17	11
Proviso 54	883	566	290	27
Proviso 55	556	341	200	15
Proviso 56	388	355	17	16
Proviso 57	499	343	134	22
Proviso 58	316	288	17	11
Proviso 59	463	357	93	13
Proviso 60	365	295	56	14
Proviso 61	638	549	66	23
Proviso 62	693	557	115	21
Proviso 63	664	393	228	43
Proviso 64	512	494	9	9
Proviso 65	443	372	53	18
Proviso 66	726	559	140	27
Proviso 67	848	680	135	33
Proviso 68	398	273	105	20
Proviso 69	385	362	9	14
Proviso 70	492	284	196	12
Proviso 71	888	691	175	22
Proviso 72	510	407	83	20
Proviso 73	543	415	103	25
Proviso 74	611	480	105	26
Proviso 75	635	426	178	31
Proviso 76	662	523	107	32
Proviso 77	348	216	123	9
Proviso 78	150	105	39	6
Proviso 79	417	384	20	13
Proviso 80	316	259	45	12
Proviso 81	431	344	74	13
Proviso 82	696	649	32	15
Proviso 83	600	564	19	17
Proviso 84	426	227	195	4
Proviso 85	637	418	193	26
Proviso 86	485	457	14	14
Proviso 87	549	381	150	18
Proviso 88	221	191	24	6
Proviso 89	445	292	132	21
Proviso 90	896	605	250	41
Proviso 91	439	357	67	15
Proviso 92	728	496	210	22
Proviso 93	403	288	101	14
Proviso 94	422	397	11	14
Proviso 95	424	311	97	16
Proviso 96	357	214	132	11
Proviso 97	809	465	309	35
Proviso 98	554	379	164	11
Proviso 99	513	475	26	12
Proviso 100	681	436	229	16
Proviso 101	522	346	158	18
Proviso 102	681	450	200	31
Rich 1	1850	1755	61	34
Rich 2	579	533	34	12
Rich 3	829	693	120	16
Rich 4	469	437	24	8
Rich 5	720	640	66	14
Rich 6	813	725	64	24
Rich 7	543	420	116	7
Rich 8	905	817	69	19
Rich 9	738	686	32	20
Rich 10	449	388	45	16
Rich 11	558	452	93	13
Rich 12	665	573	72	20
Rich 13	325	279	38	8
Rich 14	465	368	82	15
Rich 15	914	853	37	24
Rich 16	428	327	80	21
Rich 17	478	391	71	16
Rich 18	611	571	35	5
Rich 19	395	228	160	7
Rich 20	898	500	369	29
Rich 21	688	596	70	22
Rich 22	541	436	81	24
Rich 23	794	751	34	9
Rich 24	640	552	73	15
Rich 25	841	761	62	18
Rich 26	648	549	80	19
Rich 27	631	569	50	12
Rich 28	460	433	16	11
Rich 29	627	453	159	15
Rich 30	805	750	35	20
Rich 31	516	368	131	17
Rich 32	739	650	80	9
Rich 33	499	353	136	10
Rich 34	556	514	30	12
Rich 35	448	389	53	6
Rich 36	1372	1256	86	30
Rich 37	457	439	11	7
Rich 38	544	496	34	14
Rich 39	642	552	74	16
Rich 40	521	482	22	17
Rich 41	386	349	31	6
Rich 42	543	511	18	14
Rich 43	643	595	30	18
Rich 44	442	421	15	6
Rich 45	761	659	85	17
Rich 46	831	806	15	10
Rich 47	854	795	38	21
Rich 48	617	595	13	9
Rich 49	541	454	66	21
Rich 50	282	147	121	14
Rich 51	526	484	28	14
River Forest 1	949	613	320	16
River Forest 2	621	375	229	17
River Forest 3	649	478	148	23
River Forest 4	760	537	203	20
River Forest 5	504	347	146	11
River Forest 6	483	324	150	9
River Forest 7	674	470	186	18
River Forest 8	867	638	205	24
Riverside 1	710	434	252	24
Riverside 2	61	37	20	4
Riverside 3	419	278	123	18
Riverside 4	834	520	278	36
Riverside 5	415	299	105	11
Riverside 6	509	317	166	26
Riverside 7	438	263	161	14
Riverside 8	757	501	232	24
Riverside 9	529	326	192	11
Riverside 10	747	430	294	23
Riverside 11	812	493	273	46
Riverside 12	414	255	138	21
Riverside 13	635	385	214	36
Schaumburg 1	898	602	273	23
Schaumburg 2	788	508	243	37
Schaumburg 3	548	301	229	18
Schaumburg 4	332	238	83	11
Schaumburg 5	360	190	164	6
Schaumburg 6	450	285	145	20
Schaumburg 7	368	259	93	16
Schaumburg 8	441	269	154	18
Schaumburg 9	475	324	127	24
Schaumburg 10	362	215	132	15
Schaumburg 11	512	261	238	13
Schaumburg 12	542	335	193	14
Schaumburg 13	403	230	160	13
Schaumburg 14	626	333	279	14
Schaumburg 15	557	305	225	27
Schaumburg 16	649	397	228	24
Schaumburg 17	582	291	266	25
Schaumburg 18	461	319	123	19
Schaumburg 19	408	242	150	16
Schaumburg 20	427	226	190	11
Schaumburg 21	734	398	303	33
Schaumburg 22	588	417	151	20
Schaumburg 23	579	353	207	19
Schaumburg 24	651	351	277	23
Schaumburg 25	543	326	200	17
Schaumburg 26	603	373	212	18
Schaumburg 27	481	286	172	23
Schaumburg 28	654	401	228	25
Schaumburg 29	649	375	251	23
Schaumburg 30	506	283	216	7
