Precinct	total_votes	votes|No Candidate
05035	0	0
05036	0	0
05037	0	0
05038	0	0
05039	0	0
05040	0	0
05041	0	0
06001	0	0
06002	0	0
06003	0	0
06004	0	0
06005	0	0
06006	0	0
06007	0	0
06008	0	0
06009	0	0
06010	0	0
06011	0	0
06012	0	0
06013	0	0
06014	0	0
06015	0	0
06016	0	0
06017	0	0
06018	0	0
06019	0	0
06020	0	0
06021	0	0
06022	0	0
06023	0	0
06024	0	0
06025	0	0
06026	0	0
06027	0	0
06028	0	0
06029	0	0
06030	0	0
06031	0	0
06032	0	0
06033	0	0
06034	0	0
06035	0	0
06036	0	0
06037	0	0
06038	0	0
06039	0	0
06040	0	0
06041	0	0
06042	0	0
06043	0	0
06044	0	0
06045	0	0
06046	0	0
06047	0	0
06048	0	0
07001	0	0
07002	0	0
07003	0	0
07004	0	0
07005	0	0
07006	0	0
07007	0	0
07008	0	0
07009	0	0
07010	0	0
07011	0	0
07012	0	0
07013	0	0
07014	0	0
07015	0	0
07016	0	0
07017	0	0
07018	0	0
07019	0	0
07020	0	0
07021	0	0
07022	0	0
07023	0	0
07024	0	0
07025	0	0
07026	0	0
07027	0	0
07028	0	0
07029	0	0
07030	0	0
07031	0	0
07032	0	0
07033	0	0
07034	0	0
07035	0	0
07036	0	0
07037	0	0
07038	0	0
07039	0	0
07040	0	0
07041	0	0
07042	0	0
07043	0	0
07044	0	0
07045	0	0
07046	0	0
08001	0	0
08002	0	0
08003	0	0
08004	0	0
08005	0	0
08006	0	0
08007	0	0
08008	0	0
08009	0	0
08010	0	0
08011	0	0
08012	0	0
08013	0	0
08014	0	0
08015	0	0
08016	0	0
08017	0	0
08018	0	0
08019	0	0
08020	0	0
08021	0	0
08022	0	0
08023	0	0
08024	0	0
08025	0	0
08026	0	0
08027	0	0
08028	0	0
08029	0	0
08030	0	0
08031	0	0
08032	0	0
08033	0	0
08034	0	0
08035	0	0
08036	0	0
08037	0	0
08038	0	0
08039	0	0
08040	0	0
08041	0	0
08042	0	0
08043	0	0
08044	0	0
08045	0	0
08046	0	0
08047	0	0
08048	0	0
08049	0	0
08050	0	0
08051	0	0
08052	0	0
08053	0	0
08054	0	0
08055	0	0
08056	0	0
09001	0	0
09002	0	0
09003	0	0
09004	0	0
09005	0	0
09006	0	0
09007	0	0
09008	0	0
09009	0	0
09010	0	0
09011	0	0
09012	0	0
09013	0	0
09014	0	0
09015	0	0
09016	0	0
09017	0	0
09018	0	0
09019	0	0
09020	0	0
09021	0	0
09022	0	0
09023	0	0
09024	0	0
09025	0	0
09026	0	0
09027	0	0
09028	0	0
09029	0	0
09030	0	0
09031	0	0
09032	0	0
09033	0	0
09034	0	0
09035	0	0
09036	0	0
09037	0	0
09038	0	0
09039	0	0
09040	0	0
09041	0	0
09042	0	0
09043	0	0
09044	0	0
09045	0	0
09046	0	0
09047	0	0
09048	0	0
09049	0	0
09050	0	0
09051	0	0
10001	0	0
10002	0	0
10003	0	0
10004	0	0
10005	0	0
10006	0	0
10007	0	0
10008	0	0
10009	0	0
10010	0	0
10011	0	0
10012	0	0
10013	0	0
10014	0	0
10015	0	0
10016	0	0
10017	0	0
10018	0	0
10019	0	0
10020	0	0
10021	0	0
10022	0	0
10023	0	0
10024	0	0
10025	0	0
10026	0	0
10027	0	0
10028	0	0
10029	0	0
10030	0	0
10031	0	0
10032	0	0
10033	0	0
10034	0	0
10035	0	0
10036	0	0
11001	0	0
11002	0	0
11003	0	0
11004	0	0
11005	0	0
11006	0	0
11007	0	0
11008	0	0
11009	0	0
11010	0	0
11011	0	0
11012	0	0
11013	0	0
11014	0	0
11015	0	0
11016	0	0
11017	0	0
11018	0	0
11019	0	0
11020	0	0
11021	0	0
11022	0	0
11023	0	0
11024	0	0
11025	0	0
11026	0	0
11027	0	0
11028	0	0
11029	0	0
11030	0	0
11031	0	0
11032	0	0
11033	0	0
11034	0	0
11035	0	0
11036	0	0
11037	0	0
11038	0	0
12001	0	0
12002	0	0
12003	0	0
12004	0	0
12005	0	0
12006	0	0
12007	0	0
12008	0	0
12009	0	0
12010	0	0
12011	0	0
12012	0	0
12013	0	0
12014	0	0
12015	0	0
12016	0	0
12017	0	0
12018	0	0
12019	0	0
12020	0	0
12021	0	0
12022	0	0
12023	0	0
13001	0	0
13002	0	0
13003	0	0
13004	0	0
13005	0	0
13006	0	0
13007	0	0
13008	0	0
13009	0	0
13010	0	0
13011	0	0
13012	0	0
13013	0	0
13014	0	0
13015	0	0
13016	0	0
13017	0	0
13018	0	0
13019	0	0
13020	0	0
13021	0	0
13022	0	0
13023	0	0
13024	0	0
13025	0	0
13026	0	0
13027	0	0
13028	0	0
13029	0	0
13030	0	0
13031	0	0
13032	0	0
13033	0	0
13034	0	0
13035	0	0
13036	0	0
13037	0	0
13038	0	0
13039	0	0
13040	0	0
13041	0	0
13042	0	0
13043	0	0
13044	0	0
13045	0	0
13046	0	0
13047	0	0
13048	0	0
14001	0	0
14002	0	0
14003	0	0
14004	0	0
14005	0	0
14006	0	0
14007	0	0
14008	0	0
14009	0	0
14010	0	0
14011	0	0
14012	0	0
14013	0	0
14014	0	0
14015	0	0
14016	0	0
14017	0	0
14018	0	0
14019	0	0
14020	0	0
14021	0	0
14022	0	0
14023	0	0
14024	0	0
14025	0	0
14026	0	0
14027	0	0
14028	0	0
14029	0	0
14030	0	0
14031	0	0
15001	0	0
15002	0	0
15003	0	0
15004	0	0
15005	0	0
15006	0	0
15007	0	0
15008	0	0
15009	0	0
15010	0	0
15011	0	0
15012	0	0
15013	0	0
15014	0	0
15015	0	0
15016	0	0
15017	0	0
15018	0	0
15019	0	0
15020	0	0
15021	0	0
15022	0	0
15023	0	0
15024	0	0
16001	0	0
16002	0	0
16003	0	0
16004	0	0
16005	0	0
16006	0	0
16007	0	0
16008	0	0
16009	0	0
16010	0	0
16011	0	0
16012	0	0
16013	0	0
16014	0	0
16015	0	0
16016	0	0
16017	0	0
16018	0	0
16019	0	0
16020	0	0
16021	0	0
16022	0	0
16023	0	0
16024	0	0
16025	0	0
16026	0	0
16027	0	0
16028	0	0
16029	0	0
16030	0	0
16031	0	0
16032	0	0
16033	0	0
16034	0	0
16035	0	0
16036	0	0
17001	0	0
17002	0	0
17003	0	0
17004	0	0
17005	0	0
17006	0	0
17007	0	0
17008	0	0
17009	0	0
17010	0	0
17011	0	0
17012	0	0
17013	0	0
17014	0	0
17015	0	0
17016	0	0
17017	0	0
17018	0	0
17019	0	0
17020	0	0
17021	0	0
17022	0	0
17023	0	0
17024	0	0
17025	0	0
17026	0	0
17027	0	0
17028	0	0
17029	0	0
17030	0	0
17031	0	0
17032	0	0
17033	0	0
17034	0	0
17035	0	0
17036	0	0
17037	0	0
17038	0	0
17039	0	0
17040	0	0
17041	0	0
18001	0	0
18002	0	0
18003	0	0
18004	0	0
18005	0	0
18006	0	0
18007	0	0
18008	0	0
18009	0	0
18010	0	0
18011	0	0
18012	0	0
18013	0	0
18014	0	0
18015	0	0
18016	0	0
18017	0	0
18018	0	0
18019	0	0
18020	0	0
18021	0	0
18022	0	0
18023	0	0
18024	0	0
18025	0	0
18026	0	0
18027	0	0
18028	0	0
18029	0	0
18030	0	0
18031	0	0
18032	0	0
18033	0	0
18034	0	0
18035	0	0
18036	0	0
18037	0	0
18038	0	0
18039	0	0
18040	0	0
18041	0	0
18042	0	0
18043	0	0
18044	0	0
18045	0	0
18046	0	0
18047	0	0
18048	0	0
18049	0	0
18050	0	0
19001	0	0
19002	0	0
19003	0	0
19004	0	0
19005	0	0
19006	0	0
19007	0	0
19008	0	0
19009	0	0
19010	0	0
19011	0	0
19012	0	0
19013	0	0
19014	0	0
19015	0	0
19016	0	0
19017	0	0
19018	0	0
19019	0	0
19020	0	0
19021	0	0
19022	0	0
19023	0	0
19024	0	0
19025	0	0
19026	0	0
19027	0	0
19028	0	0
19029	0	0
19030	0	0
19031	0	0
19032	0	0
19033	0	0
19034	0	0
19035	0	0
19036	0	0
19037	0	0
19038	0	0
19039	0	0
19040	0	0
19041	0	0
19042	0	0
19043	0	0
19044	0	0
19045	0	0
19046	0	0
19047	0	0
19048	0	0
19049	0	0
19050	0	0
19051	0	0
19052	0	0
19053	0	0
19054	0	0
19055	0	0
19056	0	0
19057	0	0
20001	0	0
20002	0	0
20003	0	0
20004	0	0
20005	0	0
20006	0	0
20007	0	0
20008	0	0
20009	0	0
20010	0	0
20011	0	0
20012	0	0
20013	0	0
20014	0	0
20015	0	0
20016	0	0
20017	0	0
20018	0	0
20019	0	0
20020	0	0
20021	0	0
20022	0	0
20023	0	0
20024	0	0
20025	0	0
20026	0	0
20027	0	0
20028	0	0
20029	0	0
20030	0	0
20031	0	0
20032	0	0
20033	0	0
20034	0	0
20035	0	0
20036	0	0
20037	0	0
20038	0	0
20039	0	0
21001	0	0
21002	0	0
21003	0	0
21004	0	0
21005	0	0
21006	0	0
21007	0	0
21008	0	0
21009	0	0
21010	0	0
21011	0	0
21012	0	0
21013	0	0
21014	0	0
21015	0	0
21016	0	0
21017	0	0
21018	0	0
21019	0	0
21020	0	0
21021	0	0
21022	0	0
21023	0	0
21024	0	0
21025	0	0
21026	0	0
21027	0	0
21028	0	0
21029	0	0
21030	0	0
21031	0	0
21032	0	0
21033	0	0
21034	0	0
21035	0	0
21036	0	0
21037	0	0
21038	0	0
21039	0	0
21040	0	0
21041	0	0
21042	0	0
21043	0	0
21044	0	0
21045	0	0
21046	0	0
21047	0	0
21048	0	0
21049	0	0
21050	0	0
21051	0	0
21052	0	0
21053	0	0
21054	0	0
22001	0	0
22002	0	0
22003	0	0
22004	0	0
22005	0	0
22006	0	0
22007	0	0
22008	0	0
22009	0	0
22010	0	0
22011	0	0
22012	0	0
22013	0	0
22014	0	0
22015	0	0
22016	0	0
22017	0	0
22018	0	0
22019	0	0
22020	0	0
22021	0	0
22022	0	0
22023	0	0
22024	0	0
22025	0	0
23001	0	0
23002	0	0
23003	0	0
23004	0	0
23005	0	0
23006	0	0
23007	0	0
23008	0	0
23009	0	0
23010	0	0
23011	0	0
23012	0	0
23013	0	0
23014	0	0
23015	0	0
23016	0	0
23017	0	0
23018	0	0
23019	0	0
23020	0	0
23021	0	0
23022	0	0
23023	0	0
23024	0	0
23025	0	0
23026	0	0
23027	0	0
23028	0	0
23029	0	0
23030	0	0
23031	0	0
23032	0	0
23033	0	0
23034	0	0
23035	0	0
23036	0	0
23037	0	0
23038	0	0
23039	0	0
24001	0	0
24002	0	0
24003	0	0
24004	0	0
24005	0	0
24006	0	0
24007	0	0
24008	0	0
24009	0	0
24010	0	0
24011	0	0
24012	0	0
24013	0	0
24014	0	0
24015	0	0
24016	0	0
24017	0	0
24018	0	0
24019	0	0
24020	0	0
24021	0	0
24022	0	0
24023	0	0
24024	0	0
24025	0	0
24026	0	0
24027	0	0
24028	0	0
24029	0	0
24030	0	0
24031	0	0
24032	0	0
24033	0	0
24034	0	0
24035	0	0
24036	0	0
24037	0	0
24038	0	0
24039	0	0
24040	0	0
24041	0	0
25001	0	0
25002	0	0
25003	0	0
25004	0	0
25005	0	0
25006	0	0
25007	0	0
25008	0	0
25009	0	0
25010	0	0
25011	0	0
25012	0	0
25013	0	0
25014	0	0
25015	0	0
25016	0	0
25017	0	0
25018	0	0
25019	0	0
25020	0	0
25021	0	0
25022	0	0
25023	0	0
25024	0	0
25025	0	0
25026	0	0
25027	0	0
25028	0	0
25029	0	0
25030	0	0
25031	0	0
25032	0	0
26001	0	0
26002	0	0
26003	0	0
26004	0	0
26005	0	0
26006	0	0
26007	0	0
26008	0	0
26009	0	0
26010	0	0
26011	0	0
26012	0	0
26013	0	0
26014	0	0
26015	0	0
26016	0	0
26017	0	0
26018	0	0
26019	0	0
26020	0	0
26021	0	0
26022	0	0
26023	0	0
26024	0	0
26025	0	0
26026	0	0
26027	0	0
26028	0	0
26029	0	0
26030	0	0
26031	0	0
26032	0	0
26033	0	0
26034	0	0
26035	0	0
26036	0	0
26037	0	0
26038	0	0
26039	0	0
26040	0	0
26041	0	0
26042	0	0
26043	0	0
26044	0	0
26045	0	0
26046	0	0
26047	0	0
26048	0	0
26049	0	0
27001	0	0
27002	0	0
27003	0	0
27004	0	0
27005	0	0
27006	0	0
27007	0	0
27008	0	0
27009	0	0
27010	0	0
27011	0	0
27012	0	0
27013	0	0
27014	0	0
27015	0	0
27016	0	0
27017	0	0
27018	0	0
27019	0	0
27020	0	0
27021	0	0
27022	0	0
27023	0	0
27024	0	0
27025	0	0
27026	0	0
27027	0	0
27028	0	0
27029	0	0
27030	0	0
27031	0	0
27032	0	0
27033	0	0
27034	0	0
27035	0	0
27036	0	0
27037	0	0
27038	0	0
27039	0	0
27040	0	0
27041	0	0
27042	0	0
27043	0	0
27044	0	0
27045	0	0
27046	0	0
27047	0	0
27048	0	0
27049	0	0
27050	0	0
28001	0	0
28002	0	0
28003	0	0
28004	0	0
28005	0	0
28006	0	0
28007	0	0
28008	0	0
28009	0	0
28010	0	0
28011	0	0
28012	0	0
28013	0	0
28014	0	0
28015	0	0
28016	0	0
28017	0	0
28018	0	0
28019	0	0
28020	0	0
28021	0	0
28022	0	0
28023	0	0
28024	0	0
28025	0	0
28026	0	0
28027	0	0
28028	0	0
28029	0	0
28030	0	0
28031	0	0
28032	0	0
28033	0	0
28034	0	0
28035	0	0
28036	0	0
28037	0	0
28038	0	0
28039	0	0
28040	0	0
28041	0	0
28042	0	0
28043	0	0
28044	0	0
28045	0	0
28046	0	0
29001	0	0
29002	0	0
29003	0	0
29004	0	0
29005	0	0
29006	0	0
29007	0	0
29008	0	0
29009	0	0
29010	0	0
29011	0	0
29012	0	0
29013	0	0
29014	0	0
29015	0	0
29016	0	0
29017	0	0
29018	0	0
29019	0	0
29020	0	0
29021	0	0
29022	0	0
29023	0	0
29024	0	0
29025	0	0
29026	0	0
29027	0	0
29028	0	0
29029	0	0
29030	0	0
29031	0	0
29032	0	0
29033	0	0
29034	0	0
29035	0	0
29036	0	0
29037	0	0
29038	0	0
29039	0	0
29040	0	0
29041	0	0
29042	0	0
29043	0	0
29044	0	0
30001	0	0
30002	0	0
30003	0	0
30004	0	0
30005	0	0
30006	0	0
30007	0	0
30008	0	0
30009	0	0
30010	0	0
30011	0	0
30012	0	0
30013	0	0
30014	0	0
30015	0	0
30016	0	0
30017	0	0
30018	0	0
30019	0	0
30020	0	0
30021	0	0
30022	0	0
30023	0	0
30024	0	0
30025	0	0
30026	0	0
30027	0	0
30028	0	0
30029	0	0
30030	0	0
30031	0	0
30032	0	0
31001	0	0
31002	0	0
31003	0	0
31004	0	0
31005	0	0
31006	0	0
31007	0	0
31008	0	0
31009	0	0
31010	0	0
31011	0	0
31012	0	0
31013	0	0
31014	0	0
31015	0	0
31016	0	0
31017	0	0
31018	0	0
31019	0	0
31020	0	0
31021	0	0
31022	0	0
31023	0	0
31024	0	0
31025	0	0
31026	0	0
31027	0	0
31028	0	0
31029	0	0
31030	0	0
31031	0	0
31032	0	0
31033	0	0
31034	0	0
31035	0	0
31036	0	0
31037	0	0
31038	0	0
31039	0	0
31040	0	0
31041	0	0
32001	0	0
32002	0	0
32003	0	0
32004	0	0
32005	0	0
32006	0	0
32007	0	0
32008	0	0
32009	0	0
32010	0	0
32011	0	0
32012	0	0
32013	0	0
32014	0	0
32015	0	0
32016	0	0
32017	0	0
32018	0	0
32019	0	0
32020	0	0
32021	0	0
32022	0	0
32023	0	0
32024	0	0
32025	0	0
32026	0	0
32027	0	0
32028	0	0
32029	0	0
32030	0	0
32031	0	0
32032	0	0
32033	0	0
32034	0	0
32035	0	0
32036	0	0
32037	0	0
32038	0	0
32039	0	0
32040	0	0
32041	0	0
32042	0	0
32043	0	0
33001	0	0
33002	0	0
33003	0	0
33004	0	0
33005	0	0
33006	0	0
33007	0	0
33008	0	0
33009	0	0
33010	0	0
33011	0	0
33012	0	0
33013	0	0
33014	0	0
33015	0	0
33016	0	0
33017	0	0
33018	0	0
33019	0	0
33020	0	0
33021	0	0
33022	0	0
33023	0	0
33024	0	0
33025	0	0
33026	0	0
33027	0	0
33028	0	0
34001	0	0
34002	0	0
34003	0	0
34004	0	0
34005	0	0
34006	0	0
34007	0	0
34008	0	0
34009	0	0
34010	0	0
34011	0	0
34012	0	0
34013	0	0
34014	0	0
34015	0	0
34016	0	0
34017	0	0
34018	0	0
34019	0	0
34020	0	0
34021	0	0
34022	0	0
34023	0	0
34024	0	0
34025	0	0
34026	0	0
34027	0	0
34028	0	0
34029	0	0
34030	0	0
34031	0	0
34032	0	0
34033	0	0
34034	0	0
34035	0	0
34036	0	0
34037	0	0
34038	0	0
34039	0	0
34040	0	0
34041	0	0
34042	0	0
34043	0	0
34044	0	0
34045	0	0
34046	0	0
34047	0	0
34048	0	0
34049	0	0
34050	0	0
34051	0	0
34052	0	0
34053	0	0
35001	0	0
35002	0	0
35003	0	0
35004	0	0
35005	0	0
35006	0	0
35007	0	0
35008	0	0
35009	0	0
35010	0	0
35011	0	0
35012	0	0
35013	0	0
35014	0	0
35015	0	0
35016	0	0
35017	0	0
35018	0	0
35019	0	0
35020	0	0
35021	0	0
35022	0	0
35023	0	0
35024	0	0
35025	0	0
35026	0	0
35027	0	0
35028	0	0
35029	0	0
35030	0	0
35031	0	0
36001	0	0
36002	0	0
36003	0	0
36004	0	0
36005	0	0
36006	0	0
36007	0	0
36008	0	0
36009	0	0
36010	0	0
36011	0	0
36012	0	0
36013	0	0
36014	0	0
36015	0	0
36016	0	0
36017	0	0
36018	0	0
36019	0	0
36020	0	0
36021	0	0
36022	0	0
36023	0	0
36024	0	0
36025	0	0
36026	0	0
36027	0	0
36028	0	0
36029	0	0
36030	0	0
37001	0	0
37002	0	0
37003	0	0
37004	0	0
37005	0	0
37006	0	0
37007	0	0
37008	0	0
37009	0	0
37010	0	0
37011	0	0
37012	0	0
37013	0	0
37014	0	0
37015	0	0
37016	0	0
37017	0	0
37018	0	0
37019	0	0
37020	0	0
37021	0	0
37022	0	0
37023	0	0
37024	0	0
37025	0	0
37026	0	0
37027	0	0
37028	0	0
37029	0	0
37030	0	0
37031	0	0
37032	0	0
37033	0	0
37034	0	0
37035	0	0
37036	0	0
37037	0	0
37038	0	0
37039	0	0
37040	0	0
37041	0	0
38001	0	0
38002	0	0
38003	0	0
38004	0	0
38005	0	0
38006	0	0
38007	0	0
38008	0	0
38009	0	0
38010	0	0
38011	0	0
38012	0	0
38013	0	0
38014	0	0
38015	0	0
38016	0	0
38017	0	0
38018	0	0
38019	0	0
38020	0	0
38021	0	0
38022	0	0
38023	0	0
38024	0	0
38025	0	0
38026	0	0
38027	0	0
38028	0	0
38029	0	0
38030	0	0
38031	0	0
38032	0	0
38033	0	0
38034	0	0
38035	0	0
38036	0	0
38037	0	0
38038	0	0
38039	0	0
38040	0	0
38041	0	0
39001	0	0
39002	0	0
39003	0	0
39004	0	0
39005	0	0
39006	0	0
39007	0	0
39008	0	0
39009	0	0
39010	0	0
39011	0	0
39012	0	0
39013	0	0
39014	0	0
39015	0	0
39016	0	0
39017	0	0
39018	0	0
39019	0	0
39020	0	0
39021	0	0
39022	0	0
39023	0	0
39024	0	0
39025	0	0
39026	0	0
39027	0	0
39028	0	0
39029	0	0
39030	0	0
39031	0	0
39032	0	0
39033	0	0
39034	0	0
39035	0	0
39036	0	0
39037	0	0
39038	0	0
39039	0	0
39040	0	0
39041	0	0
39042	0	0
39043	0	0
39044	0	0
39045	0	0
40001	0	0
40002	0	0
40003	0	0
40004	0	0
40005	0	0
40006	0	0
40007	0	0
40008	0	0
40009	0	0
40010	0	0
40011	0	0
40012	0	0
40013	0	0
40014	0	0
40015	0	0
40016	0	0
40017	0	0
40018	0	0
40019	0	0
40020	0	0
40021	0	0
40022	0	0
40023	0	0
40024	0	0
40025	0	0
40026	0	0
40027	0	0
40028	0	0
40029	0	0
40030	0	0
40031	0	0
40032	0	0
40033	0	0
40034	0	0
40035	0	0
40036	0	0
40037	0	0
40038	0	0
40039	0	0
41001	0	0
41002	0	0
41003	0	0
41004	0	0
41005	0	0
41006	0	0
41007	0	0
41008	0	0
41009	0	0
41010	0	0
41011	0	0
41012	0	0
41013	0	0
41014	0	0
41015	0	0
41016	0	0
41017	0	0
41018	0	0
41019	0	0
41020	0	0
41021	0	0
41022	0	0
41023	0	0
41024	0	0
41025	0	0
41026	0	0
41027	0	0
41028	0	0
41029	0	0
41030	0	0
41031	0	0
41032	0	0
41033	0	0
41034	0	0
41035	0	0
41036	0	0
41037	0	0
41038	0	0
41039	0	0
41040	0	0
41041	0	0
41042	0	0
41043	0	0
41044	0	0
41045	0	0
41046	0	0
41047	0	0
42001	0	0
42002	0	0
42003	0	0
42004	0	0
42005	0	0
42006	0	0
42007	0	0
42008	0	0
42009	0	0
42010	0	0
42011	0	0
42012	0	0
42013	0	0
42014	0	0
42015	0	0
42016	0	0
42017	0	0
42018	0	0
42019	0	0
42020	0	0
42021	0	0
42022	0	0
42023	0	0
42024	0	0
42025	0	0
42026	0	0
42027	0	0
42028	0	0
42029	0	0
42030	0	0
42031	0	0
42032	0	0
42033	0	0
42034	0	0
42035	0	0
42036	0	0
42037	0	0
42038	0	0
42039	0	0
42040	0	0
42041	0	0
42042	0	0
43001	0	0
43002	0	0
43003	0	0
43004	0	0
43005	0	0
43006	0	0
43007	0	0
43008	0	0
43009	0	0
43010	0	0
43011	0	0
43012	0	0
43013	0	0
43014	0	0
43015	0	0
43016	0	0
43017	0	0
43018	0	0
43019	0	0
43020	0	0
43021	0	0
43022	0	0
43023	0	0
43024	0	0
43025	0	0
43026	0	0
43027	0	0
43028	0	0
43029	0	0
43030	0	0
43031	0	0
43032	0	0
43033	0	0
43034	0	0
43035	0	0
43036	0	0
43037	0	0
43038	0	0
43039	0	0
43040	0	0
43041	0	0
43042	0	0
43043	0	0
43044	0	0
43045	0	0
43046	0	0
44001	0	0
44002	0	0
44003	0	0
44004	0	0
44005	0	0
44006	0	0
44007	0	0
44008	0	0
44009	0	0
44010	0	0
44011	0	0
44012	0	0
44013	0	0
44014	0	0
44015	0	0
44016	0	0
44017	0	0
44018	0	0
44019	0	0
44020	0	0
44021	0	0
44022	0	0
44023	0	0
44024	0	0
44025	0	0
44026	0	0
44027	0	0
44028	0	0
44029	0	0
44030	0	0
44031	0	0
44032	0	0
44033	0	0
44034	0	0
44035	0	0
44036	0	0
44037	0	0
44038	0	0
44039	0	0
44040	0	0
44041	0	0
45001	0	0
45002	0	0
45003	0	0
45004	0	0
45005	0	0
45006	0	0
45007	0	0
45008	0	0
45009	0	0
45010	0	0
45011	0	0
45012	0	0
45013	0	0
45014	0	0
45015	0	0
45016	0	0
45017	0	0
45018	0	0
45019	0	0
45020	0	0
45021	0	0
45022	0	0
45023	0	0
45024	0	0
45025	0	0
45026	0	0
45027	0	0
45028	0	0
45029	0	0
45030	0	0
45031	0	0
45032	0	0
45033	0	0
45034	0	0
45035	0	0
45036	0	0
45037	0	0
45038	0	0
45039	0	0
45040	0	0
45041	0	0
45042	0	0
45043	0	0
45044	0	0
45045	0	0
45046	0	0
45047	0	0
45048	0	0
46001	0	0
46002	0	0
46003	0	0
46004	0	0
46005	0	0
46006	0	0
46007	0	0
46008	0	0
46009	0	0
46010	0	0
46011	0	0
46012	0	0
46013	0	0
46014	0	0
46015	0	0
46016	0	0
46017	0	0
46018	0	0
46019	0	0
46020	0	0
46021	0	0
46022	0	0
46023	0	0
46024	0	0
46025	0	0
46026	0	0
46027	0	0
46028	0	0
46029	0	0
46030	0	0
46031	0	0
46032	0	0
46033	0	0
46034	0	0
46035	0	0
46036	0	0
46037	0	0
46038	0	0
46039	0	0
46040	0	0
47001	0	0
47002	0	0
47003	0	0
47004	0	0
47005	0	0
47006	0	0
47007	0	0
47008	0	0
47009	0	0
47010	0	0
47011	0	0
47012	0	0
47013	0	0
47014	0	0
47015	0	0
47016	0	0
47017	0	0
47018	0	0
47019	0	0
47020	0	0
47021	0	0
47022	0	0
47023	0	0
47024	0	0
47025	0	0
47026	0	0
47027	0	0
47028	0	0
47029	0	0
47030	0	0
47031	0	0
47032	0	0
47033	0	0
47034	0	0
47035	0	0
47036	0	0
47037	0	0
47038	0	0
47039	0	0
47040	0	0
47041	0	0
47042	0	0
47043	0	0
47044	0	0
47045	0	0
47046	0	0
47047	0	0
47048	0	0
48001	0	0
48002	0	0
48003	0	0
48004	0	0
48005	0	0
48006	0	0
48007	0	0
48008	0	0
48009	0	0
48010	0	0
48011	0	0
48012	0	0
48013	0	0
48014	0	0
48015	0	0
48016	0	0
48017	0	0
48018	0	0
48019	0	0
48020	0	0
48021	0	0
48022	0	0
48023	0	0
48024	0	0
48025	0	0
48026	0	0
48027	0	0
48028	0	0
48029	0	0
48030	0	0
48031	0	0
48032	0	0
48033	0	0
48034	0	0
48035	0	0
48036	0	0
48037	0	0
48038	0	0
48039	0	0
48040	0	0
48041	0	0
48042	0	0
48043	0	0
48044	0	0
