Precinct	total_votes	votes|Joseph R. Biden & Kamala D. Harris	votes|Donald J. Trump & Michael R. Pence	votes|Howie Hawkins & Angela Walker	votes|Gloria La Riva & Leonard Peltier	votes|Brian Carroll & Amar Patel	votes|Jo Jorgensen & Jeremy ''Spike'' Cohen
03021	730	611	110	1	0	0	8
03022	957	794	149	2	1	1	10
03023	539	493	38	3	1	1	3
03024	521	494	21	3	2	0	1
03025	1220	994	210	6	0	1	9
03026	770	648	111	3	1	0	7
03027	867	678	178	2	3	1	5
03028	382	352	25	0	1	1	3
03029	668	635	25	4	1	0	3
03030	532	512	14	4	0	1	1
03031	714	682	24	6	2	0	0
03032	1100	948	126	9	1	1	15
03033	865	742	104	2	0	2	15
03034	1038	899	122	6	0	2	9
03035	325	304	16	2	1	0	2
03036	295	283	8	1	2	0	1
03037	533	513	16	1	1	1	1
03038	451	433	14	2	0	0	2
03039	1346	1156	171	8	0	0	11
03040	685	611	64	3	2	1	4
03041	519	463	51	1	3	1	0
04001	940	877	44	7	5	0	7
04002	902	783	101	3	2	1	12
04003	525	504	17	4	0	0	0
04004	822	773	39	2	2	2	4
04005	642	609	24	5	2	1	1
04006	746	680	62	3	1	0	0
04007	787	748	28	5	2	0	4
04008	700	656	27	13	2	2	0
04009	670	640	29	0	1	0	0
04010	788	756	19	5	2	2	4
04011	645	618	18	4	3	1	1
04012	786	757	25	3	0	1	0
04013	952	811	114	4	2	0	21
04014	643	600	40	0	0	0	3
04015	698	663	29	5	1	0	0
04016	1218	1035	163	8	3	2	7
04017	813	712	87	2	2	1	9
04018	611	583	20	4	1	1	2
04019	532	498	29	2	1	0	2
04020	573	471	90	7	0	0	5
04021	794	687	94	5	2	0	6
04022	639	596	33	4	0	2	4
04023	814	776	24	6	3	2	3
04024	610	573	29	4	2	0	2
04025	893	768	108	3	0	0	14
04026	577	549	24	3	0	1	0
04027	872	826	36	2	4	1	3
04028	579	532	42	5	0	0	0
04029	607	584	17	1	4	0	1
04030	866	834	27	3	2	0	0
04031	602	561	32	6	3	0	0
04032	694	653	28	4	2	2	5
04033	611	580	22	5	2	0	2
04034	576	533	27	5	1	3	7
04035	726	676	45	4	0	0	1
04036	772	730	34	8	0	0	0
04037	1283	1119	146	4	4	0	10
04038	684	652	26	3	0	1	2
05001	557	529	18	3	2	3	2
05002	447	432	13	1	1	0	0
05003	646	603	25	7	7	0	4
05004	784	746	25	8	3	0	2
05005	561	534	19	4	1	2	1
05006	473	436	31	5	0	1	0
05007	620	578	33	5	2	0	2
05008	656	617	30	1	1	2	5
05009	723	686	26	2	2	2	5
05010	500	480	15	5	0	0	0
05011	608	567	30	5	1	2	3
05012	379	349	24	4	2	0	0
05013	522	496	19	7	0	0	0
05014	463	449	10	0	1	3	0
05015	617	577	27	7	2	0	4
05016	561	539	15	2	2	2	1
05017	496	469	23	2	0	1	1
05018	567	540	16	5	1	2	3
05019	574	534	31	6	0	1	2
05020	653	614	31	5	1	2	0
05021	614	579	26	4	2	1	2
05022	708	668	31	5	2	0	2
05023	1064	984	64	3	1	4	8
05024	751	705	36	3	2	2	3
05025	535	510	17	6	1	0	1
05026	568	537	26	3	2	0	0
05027	656	598	44	5	2	0	7
05028	599	559	29	7	3	0	1
05029	610	581	21	2	3	1	2
05030	387	367	16	0	4	0	0
05031	446	426	17	0	2	0	1
05032	638	609	20	5	2	1	1
05033	627	611	13	2	0	0	1
05034	673	623	40	0	2	1	7
05035	773	724	38	6	2	0	3
05036	384	364	15	3	2	0	0
05037	635	594	29	5	3	0	4
05038	562	537	20	3	1	0	1
05039	530	480	41	1	3	2	3
05040	454	419	24	4	3	1	3
05041	287	277	8	1	0	0	1
06001	497	482	15	0	0	0	0
06002	473	453	16	2	1	0	1
06003	513	495	17	1	0	0	0
06004	368	350	13	3	1	1	0
06005	334	316	15	3	0	0	0
06006	547	521	18	7	0	0	1
06007	474	454	17	0	2	0	1
06008	477	465	9	2	0	0	1
06009	475	456	13	1	1	1	3
06010	364	346	13	5	0	0	0
06011	408	387	19	1	1	0	0
06012	381	349	27	1	0	1	3
06013	359	344	11	2	2	0	0
06014	444	429	11	2	0	2	0
06015	441	412	23	3	2	1	0
06016	498	478	15	4	0	0	1
06017	344	319	21	2	1	1	0
06018	383	373	5	3	1	0	1
06019	414	398	13	2	0	1	0
06020	312	300	10	1	0	0	1
06021	250	232	12	1	2	3	0
06022	315	295	17	1	0	2	0
06023	281	263	14	2	0	1	1
06024	269	247	17	1	2	1	1
06025	262	248	13	1	0	0	0
06026	374	349	15	4	3	2	1
06027	294	279	11	1	2	1	0
06028	249	237	10	0	1	1	0
06029	486	465	14	3	2	0	2
06030	404	379	17	3	1	0	4
06031	468	451	14	0	1	0	2
06032	446	424	19	2	0	1	0
06033	464	435	25	3	1	0	0
06034	480	475	4	1	0	0	0
06035	434	413	16	1	1	1	2
06036	513	500	10	2	1	0	0
06037	485	455	25	3	0	1	1
06038	502	485	11	4	2	0	0
06039	407	392	12	1	1	1	0
06040	423	410	12	0	1	0	0
06041	474	448	22	1	1	0	2
06042	481	459	14	3	2	0	3
06043	446	424	14	3	4	0	1
06044	551	526	23	0	1	1	0
06045	474	461	11	1	0	0	1
06046	356	348	6	0	0	1	1
06047	348	331	13	2	0	1	1
06048	464	446	15	3	0	0	0
07001	479	455	18	1	1	0	4
07002	485	454	23	5	2	1	0
07003	453	437	12	0	3	1	0
07004	442	427	11	1	0	1	2
07005	440	407	28	2	0	0	3
07006	585	557	19	5	3	0	1
07007	462	437	21	2	1	1	0
07008	370	338	27	4	0	0	1
07009	766	723	36	2	3	1	1
07010	515	499	11	2	1	0	2
07011	529	509	15	2	2	0	1
07012	467	437	23	5	0	1	1
07013	312	301	9	1	1	0	0
07014	540	505	30	1	2	2	0
07015	444	435	7	1	1	0	0
07016	455	418	29	5	2	1	0
07017	363	347	14	0	1	1	0
07018	454	422	25	5	2	0	0
07019	430	410	14	1	4	0	1
07020	361	345	12	4	0	0	0
07021	347	322	19	4	0	1	1
07022	403	374	25	3	1	0	0
07023	416	404	10	1	0	1	0
07024	385	365	16	1	1	2	0
07025	388	342	38	3	2	3	0
07026	345	324	17	2	2	0	0
07027	362	351	4	3	1	0	3
07028	361	334	21	4	1	0	1
07029	402	379	18	3	0	0	2
07030	360	333	23	1	1	1	1
07031	335	300	29	2	1	1	2
07032	550	526	21	2	1	0	0
07033	547	528	16	2	1	0	0
07034	542	519	17	5	1	0	0
07035	478	449	21	4	3	0	1
07036	535	512	19	3	1	0	0
07037	464	438	22	3	1	0	0
07038	384	372	9	1	1	0	1
07039	403	394	8	1	0	0	0
07040	384	370	8	2	2	0	2
07041	423	405	12	2	0	2	2
07042	398	389	7	0	0	1	1
07043	423	402	19	1	0	0	1
07044	389	370	13	2	2	2	0
07045	476	449	21	0	0	5	1
07046	175	167	5	2	1	0	0
08001	412	388	15	6	2	0	1
08002	446	425	16	0	1	3	1
08003	499	486	9	3	0	1	0
08004	507	497	7	2	0	0	1
08005	488	474	7	5	2	0	0
08006	452	430	18	2	1	0	1
08007	515	485	28	0	1	1	0
08008	455	439	13	1	0	0	2
08009	301	290	11	0	0	0	0
08010	560	535	21	2	1	0	1
08011	382	362	14	3	1	2	0
08012	404	383	19	0	1	1	0
08013	536	511	17	6	0	0	2
08014	407	384	17	1	3	0	2
08015	435	412	16	3	1	0	3
08016	152	142	9	1	0	0	0
08017	397	384	7	3	1	1	1
08018	461	430	29	1	1	0	0
08019	495	475	17	3	0	0	0
08020	533	515	13	1	3	0	1
08021	596	574	19	2	0	0	1
08022	427	404	16	3	3	0	1
08023	380	368	10	1	0	1	0
08024	264	253	8	2	0	1	0
08025	473	444	24	1	2	2	0
08026	424	407	13	1	1	0	2
08027	511	485	22	2	0	1	1
08028	466	447	17	1	1	0	0
08029	522	499	15	6	1	0	1
08030	511	482	17	8	0	2	2
08031	363	345	15	1	1	0	1
08032	368	353	10	3	1	0	1
08033	385	367	14	2	1	1	0
08034	430	418	10	1	1	0	0
08035	539	517	14	4	1	0	3
08036	467	453	8	2	2	1	1
08037	362	353	6	2	1	0	0
08038	353	346	6	0	0	1	0
08039	449	434	8	4	1	0	2
08040	387	376	10	0	0	0	1
08041	506	487	15	3	0	1	0
08042	594	573	17	2	0	0	2
08043	272	252	16	2	2	0	0
08044	353	336	12	1	1	1	2
08045	420	401	13	5	0	0	1
08046	374	353	17	1	3	0	0
08047	389	367	18	2	1	0	1
08048	433	418	10	2	1	2	0
08049	427	409	15	3	0	0	0
08050	465	445	14	4	1	1	0
08051	470	454	14	1	0	0	1
08052	560	546	12	1	0	0	1
08053	278	265	9	3	1	0	0
08054	401	363	27	6	2	2	1
08055	366	346	17	0	3	0	0
08056	480	470	5	3	2	0	0
09001	441	422	14	1	0	1	3
09002	353	339	9	1	2	2	0
09003	329	309	15	2	1	2	0
09004	346	340	3	2	0	1	0
09005	432	420	7	1	2	1	1
09006	415	403	9	2	0	1	0
09007	339	318	17	2	0	2	0
09008	471	445	21	3	1	0	1
09009	507	494	10	1	2	0	0
09010	346	334	10	1	0	1	0
09011	322	306	14	0	1	1	0
09012	504	474	25	3	0	0	2
09013	491	477	12	2	0	0	0
09014	494	475	17	1	1	0	0
09015	571	533	30	3	2	1	2
09016	419	399	14	3	1	1	1
09017	344	328	10	3	1	1	1
09018	317	310	5	0	2	0	0
09019	436	424	8	2	1	1	0
09020	413	396	10	3	3	1	0
09021	424	406	17	0	0	0	1
09022	478	447	27	4	0	0	0
09023	499	484	10	2	2	1	0
09024	441	419	16	2	2	1	1
09025	428	414	10	1	1	0	2
09026	559	525	24	3	4	1	2
09027	367	354	9	2	1	1	0
09028	286	260	26	0	0	0	0
09029	396	377	16	2	0	0	1
09030	381	360	21	0	0	0	0
09031	364	346	15	1	1	0	1
09032	445	420	22	2	0	0	1
09033	338	322	14	2	0	0	0
09034	366	345	17	3	0	0	1
09035	405	385	13	3	2	0	2
09036	381	369	8	2	1	0	1
09037	670	566	88	7	4	1	4
09038	431	412	14	3	1	1	0
09039	461	448	10	2	1	0	0
09040	480	462	13	2	2	0	1
09041	369	352	14	2	1	0	0
09042	455	435	15	5	0	0	0
09043	411	385	19	2	1	0	4
09044	373	365	8	0	0	0	0
09045	363	350	9	3	1	0	0
09046	417	389	23	4	0	0	1
09047	456	445	5	4	0	0	2
09048	462	446	14	1	0	1	0
09049	478	460	15	0	0	0	3
09050	603	579	19	3	0	1	1
09051	423	408	12	1	1	1	0
10001	388	349	34	1	1	0	3
10002	486	290	189	4	0	1	2
10003	525	343	177	3	0	0	2
10004	385	352	30	0	2	0	1
10005	412	267	138	3	2	0	2
10006	428	329	94	2	2	0	1
10007	365	298	61	2	2	0	2
10008	269	245	21	2	0	0	1
10009	481	304	174	0	2	0	1
10010	531	388	136	1	2	1	3
10011	619	491	118	1	6	0	3
10012	354	261	89	1	1	1	1
10013	437	378	53	1	0	1	4
10014	624	488	131	3	1	0	1
10015	799	764	25	6	2	1	1
10016	390	267	112	8	0	0	3
10017	656	420	224	6	2	0	4
10018	288	268	16	2	1	0	1
10019	515	361	147	5	0	1	1
10020	515	404	105	2	3	0	1
10021	513	382	124	3	3	1	0
10022	288	234	49	1	0	2	2
10023	425	347	71	7	0	0	0
10024	511	303	204	2	0	0	2
10025	141	134	5	0	1	0	1
10026	355	304	43	3	3	0	2
10027	438	399	37	0	1	0	1
10028	553	455	92	3	1	0	2
10029	516	421	87	2	1	1	4
10030	454	361	81	1	6	2	3
10031	414	354	54	2	3	0	1
10032	514	391	120	0	2	0	1
10033	382	324	54	1	2	0	1
10034	344	305	36	1	2	0	0
10035	532	353	173	2	3	0	1
10036	131	114	15	1	0	0	1
11001	627	443	166	6	2	2	8
11002	54	39	15	0	0	0	0
11003	607	540	51	6	3	2	5
11004	523	377	140	1	3	0	2
11005	762	592	141	15	4	6	4
11006	904	767	122	5	0	0	10
11007	568	500	59	4	1	0	4
11008	565	418	139	2	1	2	3
11009	539	358	166	3	2	3	7
11010	620	412	199	4	1	1	3
11011	682	467	204	3	2	3	3
11012	772	339	420	6	1	1	5
11013	748	334	400	4	2	1	7
11014	422	238	177	4	0	2	1
11015	247	173	68	1	3	1	1
11016	447	274	163	2	2	2	4
11017	716	541	155	12	1	1	6
11018	517	322	183	6	1	2	3
11019	783	590	165	10	5	4	9
11020	445	264	174	4	1	0	2
11021	705	398	291	5	2	1	8
11022	737	500	223	2	4	3	5
11023	340	204	122	4	3	0	7
11024	640	369	259	5	0	0	7
11025	742	537	187	7	3	2	6
11026	630	423	189	8	5	0	5
11027	258	166	86	2	1	0	3
11028	292	156	131	1	0	1	3
11029	699	404	283	5	0	0	7
11030	352	220	132	0	0	0	0
11031	607	325	276	3	0	1	2
11032	276	127	143	2	0	0	4
11033	771	607	150	4	2	2	6
11034	249	152	96	0	0	0	1
11035	138	82	52	2	0	1	1
11036	300	196	99	5	0	0	0
11037	230	177	48	1	1	2	1
11038	307	261	35	6	3	0	2
12001	505	397	92	5	6	0	5
12002	463	377	79	3	3	0	1
12003	621	506	98	5	4	0	8
12004	584	453	111	10	5	1	4
12005	493	335	149	1	2	4	2
12006	630	486	127	6	0	2	9
12007	475	418	39	7	6	2	3
12008	538	409	116	7	3	0	3
12009	467	359	96	3	4	1	4
12010	645	584	45	9	3	1	3
12011	559	453	102	0	4	0	0
12012	520	420	94	4	2	0	0
12013	577	459	111	3	2	1	1
12014	464	415	42	1	1	1	4
12015	467	407	51	6	3	0	0
12016	460	402	49	2	3	0	4
12017	597	481	103	3	5	0	5
12018	445	385	45	4	6	2	3
12019	514	403	101	5	4	0	1
12020	605	494	101	4	2	0	4
12021	541	450	80	2	2	0	7
12022	482	419	44	12	4	2	1
12023	549	439	99	3	3	1	4
13001	433	260	166	3	0	1	3
13002	366	192	171	1	1	0	1
13003	370	303	59	2	2	1	3
13004	502	265	229	5	2	0	1
13005	530	424	98	3	0	0	5
13006	426	205	217	2	0	0	2
13007	383	279	90	3	5	1	5
13008	349	222	125	1	1	0	0
13009	474	369	95	7	2	1	0
13010	400	160	234	1	0	1	4
13011	482	287	194	0	0	0	1
13012	424	304	113	5	0	0	2
13013	428	327	97	1	1	1	1
13014	435	326	101	4	1	1	2
13015	637	521	104	6	2	1	3
13016	325	276	48	0	0	0	1
13017	394	253	136	4	0	0	1
13018	378	205	166	3	1	0	3
13019	563	481	68	4	7	0	3
13020	323	156	164	0	0	1	2
13021	525	248	267	2	1	4	3
13022	514	260	245	4	0	1	4
13023	371	295	68	1	3	2	2
13024	448	317	128	2	1	0	0
13025	456	351	100	2	2	0	1
13026	464	304	150	2	3	1	4
13027	448	289	153	2	0	0	4
13028	344	270	73	1	0	0	0
13029	361	262	98	0	0	0	1
13030	352	305	42	4	0	0	1
13031	506	255	245	0	1	0	5
13032	407	178	225	1	0	0	3
13033	432	217	207	2	1	1	4
13034	437	378	55	1	2	0	1
13035	395	297	90	3	1	1	3
13036	318	258	56	1	2	0	1
13037	446	364	78	2	2	0	0
13038	385	189	191	3	0	0	2
13039	418	332	80	5	0	0	1
13040	446	306	130	3	2	0	5
13041	525	448	67	5	2	0	3
13042	471	223	243	0	0	1	4
13043	452	306	138	5	0	0	3
13044	460	384	71	2	1	2	0
13045	471	283	182	3	2	0	1
13046	507	376	117	1	6	0	7
13047	521	426	86	4	5	0	0
13048	394	216	174	3	0	0	1
14001	559	254	301	1	0	0	3
14002	647	515	120	5	1	2	4
14003	484	404	77	2	0	0	1
14004	531	268	257	1	0	1	4
14005	699	609	80	3	3	2	2
14006	260	222	32	5	0	1	0
14007	637	513	114	3	2	1	4
14008	599	447	137	3	7	2	3
14009	638	370	261	3	1	0	3
14010	356	276	75	1	1	0	3
14011	287	253	33	1	0	0	0
14012	548	397	147	3	1	0	0
14013	446	354	84	5	1	0	2
14014	481	402	71	2	2	1	3
14015	525	463	54	4	3	0	1
14016	367	290	74	3	0	0	0
14017	429	353	72	1	1	0	2
14018	240	175	60	3	1	1	0
14019	462	378	74	3	5	0	2
14020	375	301	66	2	1	1	4
14021	470	385	75	3	3	2	2
14022	706	467	228	3	4	0	4
14023	423	291	131	0	0	0	1
14024	605	321	277	3	0	1	3
14025	288	235	47	4	1	0	1
14026	373	333	34	1	0	4	1
14027	500	372	110	4	5	2	7
14028	408	310	86	2	3	3	4
14029	375	314	55	4	1	0	1
14030	323	295	26	0	1	1	0
14031	261	213	41	5	1	0	1
15001	427	363	49	5	5	2	3
15002	267	255	11	0	0	1	0
15003	285	274	9	1	1	0	0
15004	495	428	58	3	2	0	4
15005	465	394	61	5	1	0	4
15006	504	409	85	4	4	1	1
15007	289	273	12	4	0	0	0
15008	481	406	69	1	1	1	3
15009	642	544	89	2	3	1	3
15010	661	531	114	6	4	0	6
15011	589	481	103	1	3	0	1
15012	580	478	94	4	2	0	2
15013	482	403	67	7	1	0	4
15014	429	375	49	0	3	1	1
15015	430	364	61	0	3	1	1
15016	540	467	64	3	3	0	3
15017	278	259	12	3	0	1	3
15018	260	243	16	1	0	0	0
15019	407	364	37	5	0	0	1
15020	285	274	10	0	0	0	1
15021	235	225	8	1	1	0	0
15022	293	265	21	4	0	2	1
15023	306	295	8	3	0	0	0
15024	291	268	18	3	2	0	0
16001	574	488	70	8	2	1	5
16002	347	321	23	2	1	0	0
16003	315	295	18	1	1	0	0
16004	407	378	23	4	1	0	1
16005	257	242	9	3	1	2	0
16006	322	310	8	2	2	0	0
16007	358	337	19	1	0	1	0
16008	257	240	13	1	2	1	0
16009	334	325	7	0	1	0	1
16010	324	308	15	0	0	1	0
16011	373	345	22	5	0	0	1
16012	328	298	21	1	7	0	1
16013	425	383	31	4	3	2	2
16014	286	267	13	4	2	0	0
16015	346	327	15	0	1	3	0
16016	314	302	10	0	0	2	0
16017	482	427	52	1	1	1	0
16018	418	382	31	1	1	2	1
16019	360	329	24	1	2	1	3
16020	272	259	11	2	0	0	0
16021	314	297	13	1	1	1	1
16022	333	307	18	1	3	1	3
16023	492	432	51	4	3	0	2
16024	183	175	8	0	0	0	0
16025	408	383	19	2	1	1	2
16026	272	260	8	1	0	1	2
16027	281	265	12	2	0	1	1
16028	325	308	13	3	0	1	0
16029	304	292	12	0	0	0	0
16030	290	270	16	0	2	2	0
16031	347	321	16	3	3	1	3
16032	479	412	58	2	3	0	4
16033	290	276	7	5	0	2	0
16034	308	289	11	3	1	1	3
16035	529	471	54	1	1	0	2
16036	247	225	18	4	0	0	0
17001	489	428	53	4	1	0	3
17002	429	411	14	2	1	1	0
17003	427	399	25	0	1	0	2
17004	519	487	26	3	2	0	1
17005	334	317	15	1	0	1	0
17006	443	411	27	2	2	0	1
17007	428	397	28	1	1	1	0
17008	400	365	28	6	0	0	1
17009	329	313	9	0	3	2	2
17010	550	508	34	7	1	0	0
17011	332	318	14	0	0	0	0
17012	601	525	67	3	2	0	4
17013	354	338	14	0	1	0	1
17014	484	451	33	0	0	0	0
17015	439	415	20	2	1	0	1
17016	496	456	35	3	1	1	0
17017	435	403	29	2	0	1	0
17018	467	453	11	1	1	0	1
17019	255	243	11	1	0	0	0
17020	508	493	13	2	0	0	0
17021	502	492	8	1	1	0	0
17022	396	376	18	0	2	0	0
17023	284	271	12	0	1	0	0
17024	438	423	11	2	0	0	2
17025	350	331	13	2	1	0	3
17026	438	425	12	1	0	0	0
17027	401	384	13	2	0	1	1
17028	345	334	11	0	0	0	0
17029	422	406	12	3	1	0	0
17030	421	365	52	2	0	0	2
17031	254	248	4	0	1	1	0
17032	343	327	9	3	4	0	0
17033	290	216	19	18	7	12	18
17034	291	281	8	1	0	0	1
17035	291	282	3	1	2	1	2
17036	390	371	15	2	0	1	1
17037	334	313	18	1	0	2	0
17038	474	459	13	1	0	0	1
17039	423	400	17	3	1	0	2
17040	449	432	15	0	1	0	1
17041	546	524	16	3	3	0	0
18001	444	404	30	1	1	2	6
18002	528	431	93	1	1	0	2
18003	444	322	121	1	0	0	0
18004	487	453	25	6	1	1	1
18005	287	275	9	2	0	0	1
18006	437	307	121	1	3	3	2
18007	493	420	64	7	1	0	1
18008	459	439	17	1	0	2	0
18009	435	415	18	1	0	0	1
18010	563	534	22	3	1	1	2
18011	440	376	58	4	1	0	1
18012	436	414	18	1	0	1	2
18013	499	459	35	3	2	0	0
18014	474	460	12	1	0	0	1
18015	528	427	92	1	4	1	3
18016	438	418	19	1	0	0	0
18017	485	437	40	5	1	0	2
18018	356	338	15	2	0	0	1
18019	413	391	19	1	0	0	2
18020	342	333	7	1	1	0	0
18021	576	527	41	5	0	1	2
18022	498	473	21	2	1	1	0
18023	469	430	31	3	5	0	0
18024	492	355	131	1	1	0	4
18025	521	398	120	0	0	1	2
18026	542	514	23	1	3	0	1
18027	402	368	29	4	1	0	0
18028	477	309	164	0	0	1	3
18029	536	467	66	2	0	0	1
18030	595	431	153	4	1	0	6
18031	502	473	25	1	2	0	1
18032	463	448	13	1	1	0	0
18033	353	337	13	1	0	1	1
18034	508	470	37	1	0	0	0
18035	515	483	26	5	0	0	1
18036	512	434	72	0	1	0	5
18037	508	475	26	5	1	0	1
18038	420	404	14	1	1	0	0
18039	409	380	24	2	1	2	0
18040	515	422	83	3	4	1	2
18041	546	517	27	2	0	0	0
18042	426	392	29	2	2	0	1
18043	423	319	100	1	1	0	2
18044	455	311	140	3	0	0	1
18045	489	418	68	2	1	0	0
18046	546	404	137	1	0	0	4
18047	363	332	29	2	0	0	0
18048	334	318	13	1	0	0	2
18049	313	292	19	2	0	0	0
18050	375	349	19	2	1	2	2
19001	467	219	244	2	0	0	2
19002	678	569	102	3	1	0	3
19003	472	126	339	1	0	0	6
19004	649	219	417	5	1	0	7
19005	588	459	117	3	0	0	9
19006	603	236	356	2	0	0	9
19007	492	289	193	4	0	1	5
19008	613	189	416	4	0	0	4
19009	396	179	214	1	0	0	2
19010	642	513	119	3	0	0	7
19011	547	149	389	4	1	2	2
19012	488	148	334	0	0	1	5
19013	596	551	34	7	0	2	2
19014	579	468	100	4	1	1	5
19015	741	236	495	2	0	2	6
19016	546	175	361	1	1	1	7
19017	459	204	246	1	0	2	6
19018	510	381	118	1	1	3	6
19019	670	539	123	2	1	1	4
19020	425	369	50	2	0	0	4
19021	582	195	378	2	0	0	7
19022	576	424	137	4	1	0	10
19023	559	271	281	2	0	0	5
19024	405	139	259	1	0	0	6
19025	509	349	155	1	0	1	3
19026	532	355	165	2	1	2	7
19027	504	432	65	2	0	2	3
19028	598	558	26	8	0	0	6
19029	614	227	381	1	1	0	4
19030	545	189	344	5	0	2	5
19031	489	329	145	1	0	4	10
19032	495	234	252	2	0	1	6
19033	606	187	411	3	1	1	3
19034	474	330	139	2	0	0	3
19035	477	347	126	2	0	0	2
19036	726	644	75	2	1	2	2
19037	510	445	55	3	1	1	5
19038	481	410	62	3	1	0	5
19039	246	221	20	3	1	0	1
19040	576	451	116	3	0	3	3
19041	555	174	374	2	0	1	4
19042	438	344	85	1	1	0	7
19043	698	659	32	4	0	3	0
19044	651	203	439	2	0	0	7
19045	550	258	281	4	0	1	6
19046	544	263	273	4	0	1	3
19047	718	605	105	3	0	0	5
19048	630	599	26	2	0	0	3
19049	620	554	55	9	1	0	1
19050	447	261	178	3	0	1	4
19051	592	310	272	3	0	1	6
19052	662	259	384	2	2	4	11
19053	506	315	183	0	0	0	8
19054	482	119	353	6	0	0	4
19055	494	145	339	2	0	0	8
19056	558	443	106	5	1	1	2
19057	437	355	73	4	2	0	3
20001	479	454	19	3	0	3	0
20002	183	161	17	2	2	1	0
20003	408	385	12	5	2	2	2
20004	241	209	29	1	0	0	2
20005	549	518	24	2	1	2	2
20006	225	213	10	0	2	0	0
20007	557	520	21	12	1	2	1
20008	424	399	20	5	0	0	0
20009	660	635	18	4	2	1	0
20010	330	315	8	3	4	0	0
20011	620	588	24	6	0	2	0
