Precinct	total_votes	votes|Andrew Seo	votes|Tom Greenhaw	votes|Martin J. Durkan
Evanston Ward 8 Precinct 3	286	106	109	71
Evanston Ward 8 Precinct 4	387	104	203	80
Evanston Ward 8 Precinct 5	450	128	235	87
Evanston Ward 9 Precinct 1	285	91	143	51
Evanston Ward 9 Precinct 2	381	76	224	81
Evanston Ward 9 Precinct 3	505	152	292	61
Evanston Ward 9 Precinct 4	427	115	228	84
Evanston Ward 9 Precinct 5	257	69	137	51
Evanston Ward 9 Precinct 6	341	95	179	67
Hanover 1	242	82	89	71
Hanover 2	213	77	63	73
Hanover 4	0	0	0	0
Hanover 5	200	66	72	62
Hanover 6	179	60	57	62
Hanover 7	202	50	86	66
Hanover 8	144	50	47	47
Hanover 9	178	55	74	49
Hanover 11	242	79	74	89
Hanover 12	204	71	58	75
Hanover 15	208	50	72	86
Hanover 16	196	70	62	64
Hanover 17	152	41	54	57
Hanover 18	196	70	57	69
Hanover 19	122	40	47	35
Hanover 20	232	87	76	69
Hanover 21	66	9	31	26
Hanover 22	188	61	60	67
Hanover 23	162	48	61	53
Hanover 24	262	87	82	93
Hanover 25	150	39	60	51
Hanover 26	202	58	79	65
Hanover 27	436	147	159	130
Hanover 28	247	87	89	71
Hanover 31	101	31	45	25
Hanover 33	229	63	79	87
Hanover 34	243	73	81	89
Hanover 36	122	35	34	53
Hanover 37	276	89	104	83
Hanover 38	182	58	58	66
Hanover 40	230	78	74	78
Hanover 42	117	36	51	30
Hanover 43	227	65	86	76
Hanover 44	234	76	78	80
Lemont 1	120	33	29	58
Lemont 2	90	12	35	43
Lemont 3	143	25	45	73
Lemont 4	129	33	38	58
Lemont 5	170	38	66	66
Lemont 6	173	42	51	80
Lemont 7	129	33	46	50
Lemont 8	167	39	59	69
Lemont 9	72	18	30	24
Lemont 10	117	31	36	50
Lemont 11	175	50	59	66
Lemont 12	130	34	35	61
Lemont 13	126	34	34	58
Lemont 14	112	23	35	54
Leyden 1	142	45	32	65
Leyden 2	110	34	33	43
Leyden 3	220	76	73	71
Leyden 4	218	76	75	67
Leyden 5	230	55	72	103
Leyden 6	367	109	117	141
Leyden 7	142	37	38	67
Leyden 8	233	74	74	85
Leyden 9	206	65	65	76
Leyden 10	252	88	57	107
Leyden 11	206	63	65	78
Leyden 12	63	17	15	31
Leyden 13	237	67	72	98
Leyden 14	140	48	33	59
Leyden 15	220	70	61	89
Leyden 16	255	66	72	117
Leyden 17	153	50	41	62
Leyden 18	148	43	47	58
Leyden 19	215	52	62	101
Leyden 20	87	30	26	31
Leyden 21	221	61	48	112
Leyden 22	97	30	34	33
Leyden 23	245	69	75	101
Leyden 24	258	83	82	93
Leyden 25	123	19	25	79
Leyden 26	257	62	85	110
Leyden 27	54	19	14	21
Leyden 28	123	39	30	54
Leyden 29	191	52	56	83
Leyden 30	201	62	62	77
Leyden 31	245	79	78	88
Leyden 32	276	81	87	108
Leyden 33	218	75	67	76
Leyden 34	161	58	52	51
Leyden 35	106	23	41	42
Leyden 36	185	52	55	78
Leyden 37	138	37	47	54
Leyden 38	53	20	14	19
Leyden 39	129	36	43	50
Leyden 40	234	93	65	76
Leyden 41	146	48	39	59
Leyden 42	162	41	46	75
Leyden 43	188	50	60	78
Leyden 44	147	36	33	78
Leyden 45	139	43	33	63
Leyden 46	212	43	86	83
Leyden 47	184	51	63	70
Leyden 48	273	76	78	119
Leyden 49	273	80	86	107
Leyden 50	296	84	90	122
Lyons 1	26	2	15	9
Lyons 2	199	60	70	69
Lyons 3	237	64	67	106
Lyons 4	376	116	124	136
Lyons 5	213	55	68	90
Lyons 6	147	41	46	60
Lyons 7	255	75	83	97
Lyons 8	136	35	29	72
Lyons 9	261	77	114	70
Lyons 10	214	59	77	78
Lyons 11	150	32	78	40
Lyons 12	65	19	22	24
Lyons 13	131	32	36	63
Lyons 14	185	51	78	56
Lyons 15	210	58	101	51
Lyons 16	326	93	125	108
Lyons 17	85	27	25	33
Lyons 18	152	35	61	56
Lyons 19	284	88	75	121
Lyons 20	243	62	116	65
Lyons 21	236	60	108	68
Lyons 22	199	57	61	81
Lyons 23	212	60	57	95
Lyons 24	134	31	62	41
Lyons 25	183	57	50	76
Lyons 26	84	29	30	25
Lyons 27	80	26	31	23
Lyons 28	167	37	62	68
Lyons 29	194	58	54	82
Lyons 30	70	10	11	49
Lyons 31	135	37	48	50
Lyons 32	92	23	29	40
Lyons 33	97	22	26	49
Lyons 34	102	32	31	39
Lyons 35	158	42	37	79
Lyons 36	84	21	30	33
Lyons 37	173	43	52	78
Lyons 38	112	34	32	46
Lyons 39	150	37	60	53
Lyons 40	123	31	51	41
Lyons 41	112	25	37	50
Lyons 42	109	36	34	39
Lyons 43	133	34	50	49
Lyons 44	219	50	86	83
Lyons 45	313	91	122	100
Lyons 46	149	31	51	67
Lyons 47	154	42	58	54
Lyons 48	272	87	68	117
Lyons 49	134	41	35	58
Lyons 50	220	61	77	82
Lyons 51	173	46	38	89
Lyons 52	212	46	76	90
Lyons 53	160	38	56	66
Lyons 54	99	16	28	55
Lyons 55	137	32	45	60
Lyons 56	413	104	97	212
Lyons 57	376	98	101	177
Lyons 58	187	49	56	82
Lyons 59	219	53	61	105
Lyons 60	558	136	188	234
Lyons 61	174	33	79	62
Lyons 62	56	18	22	16
Lyons 63	163	51	58	54
Lyons 64	229	55	61	113
Lyons 65	330	69	102	159
Lyons 66	177	46	43	88
Lyons 67	272	91	81	100
Lyons 68	157	42	51	64
Lyons 69	183	47	71	65
Lyons 70	302	75	95	132
Lyons 71	145	31	43	71
Lyons 72	219	51	78	90
Lyons 73	181	41	63	77
Lyons 74	113	33	32	48
Lyons 75	149	38	41	70
Lyons 76	157	40	43	74
Lyons 77	178	49	56	73
Lyons 78	121	26	44	51
Maine 1	164	49	50	65
Maine 2	163	60	56	47
Maine 3	105	37	38	30
Maine 4	166	58	59	49
Maine 5	282	111	83	88
Maine 6	277	79	85	113
Maine 7	145	49	52	44
Maine 8	189	55	58	76
Maine 9	298	91	103	104
Maine 10	180	54	66	60
Maine 11	103	23	34	46
Maine 12	144	44	49	51
Maine 13	178	42	57	79
Maine 14	257	76	90	91
Maine 15	113	47	34	32
Maine 16	128	32	48	48
Maine 17	191	58	72	61
Maine 18	177	65	65	47
Maine 19	113	23	41	49
Maine 20	110	29	40	41
Maine 21	186	37	63	86
Maine 22	229	46	67	116
Maine 23	158	54	37	67
Maine 24	214	53	71	90
Maine 25	208	43	81	84
Maine 26	154	48	56	50
Maine 27	148	34	39	75
Maine 28	104	35	32	37
Maine 29	237	67	70	100
Maine 30	339	65	131	143
Maine 31	194	65	90	39
Maine 32	120	37	35	48
Maine 33	167	38	68	61
Maine 34	224	71	78	75
Maine 35	180	58	53	69
Maine 36	149	32	48	69
Maine 37	139	27	52	60
Maine 38	120	42	32	46
Maine 39	167	46	47	74
Maine 40	185	58	68	59
Maine 41	180	48	62	70
Maine 42	246	54	90	102
Maine 43	97	33	23	41
Maine 44	102	26	43	33
Maine 45	84	37	24	23
Maine 46	179	50	53	76
Maine 47	203	63	66	74
Maine 48	214	60	67	87
Maine 49	203	67	68	68
Maine 50	130	40	23	67
Maine 51	201	78	50	73
Maine 52	149	35	69	45
Maine 53	208	66	64	78
Maine 54	188	34	76	78
Maine 55	197	65	62	70
Maine 56	266	83	79	104
Maine 57	150	47	39	64
Maine 58	210	62	76	72
Maine 59	164	43	52	69
Maine 60	252	64	87	101
Maine 61	91	22	32	37
Maine 62	110	35	42	33
Maine 63	157	55	51	51
Maine 64	128	47	38	43
Maine 65	98	28	30	40
Maine 66	71	29	21	21
Maine 67	178	46	73	59
Maine 68	135	36	45	54
Maine 69	170	66	55	49
Maine 70	228	62	70	96
Maine 71	118	46	34	38
Maine 72	164	45	55	64
Maine 73	71	24	29	18
Maine 74	167	60	64	43
Maine 75	171	35	60	76
Maine 76	90	28	42	20
Maine 77	245	73	91	81
Maine 78	190	61	69	60
Maine 79	220	65	72	83
Maine 80	156	49	53	54
Maine 81	140	43	46	51
Maine 82	190	60	67	63
Maine 83	88	21	29	38
Maine 84	120	40	54	26
Maine 85	80	21	31	28
Maine 86	187	62	60	65
Maine 87	100	27	31	42
Maine 88	81	18	35	28
Maine 89	123	49	31	43
Maine 90	102	32	30	40
Maine 91	228	65	68	95
Maine 92	161	56	51	54
New Trier 1	273	78	135	60
New Trier 2	295	84	148	63
New Trier 3	232	75	104	53
New Trier 4	270	81	139	50
New Trier 5	166	55	75	36
New Trier 6	134	42	61	31
New Trier 7	185	58	90	37
New Trier 8	137	36	72	29
New Trier 9	145	40	74	31
New Trier 10	141	43	58	40
New Trier 11	172	38	98	36
New Trier 12	193	54	104	35
New Trier 13	284	90	136	58
New Trier 14	146	46	69	31
New Trier 15	240	66	120	54
New Trier 16	211	66	103	42
New Trier 17	229	72	116	41
New Trier 18	147	38	83	26
New Trier 19	61	20	26	15
New Trier 20	292	95	114	83
New Trier 21	276	84	135	57
New Trier 22	114	28	59	27
New Trier 23	103	31	48	24
New Trier 24	318	108	129	81
New Trier 25	148	42	81	25
New Trier 26	184	55	96	33
New Trier 27	203	44	115	44
New Trier 28	188	70	72	46
New Trier 29	147	45	56	46
New Trier 30	226	60	116	50
New Trier 31	251	81	119	51
New Trier 32	181	57	93	31
New Trier 33	307	90	144	73
New Trier 34	197	73	81	43
New Trier 35	140	24	84	32
New Trier 36	306	70	184	52
New Trier 37	264	87	133	44
New Trier 38	250	55	136	59
New Trier 39	140	41	64	35
New Trier 40	95	25	58	12
New Trier 41	113	33	57	23
Niles 1	243	64	93	86
Niles 2	268	75	88	105
Niles 3	237	71	101	65
Niles 4	178	57	70	51
Niles 5	115	34	51	30
Niles 6	179	49	72	58
Niles 7	316	115	109	92
Niles 8	121	33	61	27
Niles 9	148	40	55	53
Niles 10	239	98	77	64
Niles 11	106	38	43	25
Niles 12	180	76	59	45
Niles 13	261	40	72	149
Niles 14	348	123	142	83
Niles 15	278	96	99	83
Niles 16	343	124	136	83
Niles 17	305	106	110	89
Niles 18	172	59	65	48
Niles 19	183	39	95	49
Niles 20	194	64	70	60
Niles 21	387	107	190	90
Niles 22	256	96	77	83
Niles 23	257	82	113	62
Niles 24	313	111	114	88
Niles 25	176	51	67	58
Niles 26	267	104	97	66
Niles 27	216	73	68	75
Niles 28	267	74	134	59
Niles 29	171	57	69	45
Niles 30	172	59	77	36
Niles 31	273	97	99	77
Niles 32	110	31	48	31
Niles 33	329	112	121	96
Niles 34	219	78	64	77
Niles 35	242	80	96	66
Niles 36	196	64	66	66
Niles 37	240	73	96	71
Niles 38	357	122	141	94
Niles 39	290	74	122	94
Niles 40	102	36	41	25
Niles 41	257	88	106	63
Niles 42	254	94	81	79
Niles 43	247	72	83	92
Niles 44	310	107	107	96
Niles 45	199	75	76	48
Niles 46	239	85	91	63
Niles 47	143	44	62	37
Niles 48	247	93	89	65
Niles 49	393	99	199	95
Niles 50	261	92	93	76
Niles 51	136	51	54	31
Niles 52	173	66	62	45
Niles 53	318	112	133	73
Niles 54	149	41	61	47
Niles 55	152	42	73	37
Niles 56	267	91	102	74
Niles 57	253	84	92	77
Niles 58	255	105	91	59
Niles 59	303	101	115	87
Niles 60	351	115	139	97
Niles 61	292	86	124	82
Niles 62	170	50	73	47
Niles 63	360	124	153	83
Niles 64	335	99	143	93
Northfield 1	260	102	88	70
Northfield 2	140	46	60	34
Northfield 3	102	32	31	39
Northfield 4	150	46	64	40
Northfield 5	135	37	62	36
Northfield 6	133	37	65	31
Northfield 7	248	68	120	60
Northfield 8	135	43	56	36
Northfield 9	103	39	40	24
Northfield 10	170	59	59	52
Northfield 11	77	28	30	19
Northfield 12	272	71	119	82
Northfield 13	156	52	57	47
Northfield 14	144	54	57	33
Northfield 15	162	52	75	35
Northfield 16	216	65	90	61
Northfield 17	165	59	53	53
Northfield 18	246	89	101	56
Northfield 19	169	49	68	52
Northfield 20	171	49	66	56
Northfield 21	273	68	132	73
Northfield 22	194	75	68	51
Northfield 23	87	22	32	33
Northfield 24	177	57	80	40
Northfield 25	196	68	85	43
Northfield 26	199	73	87	39
Northfield 27	219	80	90	49
Northfield 28	284	88	131	65
Northfield 29	143	46	65	32
Northfield 30	175	36	97	42
Northfield 31	203	42	87	74
Northfield 32	258	87	97	74
Northfield 33	134	57	43	34
Northfield 34	133	31	60	42
Northfield 35	149	46	68	35
Northfield 36	127	37	52	38
Northfield 37	174	47	73	54
Northfield 38	184	47	88	49
Northfield 39	124	42	52	30
Northfield 40	115	37	57	21
Northfield 41	201	71	74	56
Northfield 42	127	36	53	38
Northfield 43	219	80	72	67
Northfield 44	169	50	76	43
Northfield 45	221	69	85	67
Northfield 46	243	80	103	60
Northfield 47	243	76	100	67
Northfield 48	159	63	62	34
Northfield 49	174	61	73	40
Northfield 50	169	64	64	41
Northfield 51	308	124	106	78
Northfield 52	159	56	65	38
Northfield 53	205	70	92	43
Northfield 54	141	49	51	41
Northfield 55	209	62	72	75
Northfield 56	216	72	82	62
Northfield 57	130	40	56	34
Northfield 58	97	29	41	27
Northfield 59	178	66	65	47
Northfield 60	216	60	85	71
Northfield 61	111	35	40	36
Northfield 62	166	54	72	40
Norwood Park 1	225	59	66	100
Norwood Park 2	191	53	57	81
Norwood Park 3	202	42	58	102
Norwood Park 4	197	58	47	92
Norwood Park 5	153	43	48	62
Norwood Park 6	193	51	60	82
Norwood Park 7	152	28	35	89
Norwood Park 8	97	21	19	57
Norwood Park 9	121	24	29	68
Norwood Park 10	115	19	28	68
Norwood Park 11	256	75	64	117
Norwood Park 12	148	49	41	58
Norwood Park 13	132	29	43	60
Norwood Park 14	158	33	58	67
Norwood Park 15	161	37	47	77
Norwood Park 16	135	35	47	53
Norwood Park 17	160	51	51	58
Oak Park 1	313	103	101	109
Oak Park 2	412	114	198	100
Oak Park 3	495	147	211	137
Oak Park 4	389	115	166	108
Oak Park 5	386	87	190	109
Oak Park 6	497	154	173	170
Oak Park 7	283	83	124	76
Oak Park 8	401	119	168	114
Oak Park 9	232	56	102	74
Oak Park 10	345	113	130	102
Oak Park 11	388	109	166	113
Oak Park 12	173	47	71	55
Oak Park 13	411	142	135	134
Oak Park 14	344	89	157	98
Oak Park 15	542	165	195	182
Oak Park 16	540	160	204	176
Oak Park 17	532	159	225	148
Oak Park 18	288	73	125	90
Oak Park 19	368	105	158	105
Oak Park 20	387	108	169	110
Oak Park 21	317	103	101	113
Oak Park 22	252	95	97	60
Oak Park 23	319	95	128	96
Oak Park 24	257	81	112	64
Oak Park 25	361	104	154	103
Oak Park 26	356	113	161	82
Oak Park 27	103	39	45	19
Oak Park 28	471	157	167	147
Oak Park 29	365	117	161	87
Oak Park 30	505	141	202	162
Oak Park 31	559	170	235	154
Oak Park 32	307	84	115	108
Oak Park 33	385	111	135	139
Oak Park 34	304	93	114	97
Oak Park 35	431	134	183	114
Oak Park 36	427	114	198	115
Oak Park 37	207	60	82	65
Orland 1	203	67	60	76
Orland 2	170	45	46	79
Orland 3	129	41	40	48
Orland 4	119	25	31	63
Orland 5	112	26	44	42
Orland 6	134	20	52	62
Orland 7	104	23	34	47
Orland 8	158	47	45	66
Orland 9	169	52	44	73
Orland 10	161	48	33	80
Orland 11	108	25	35	48
Orland 12	73	20	26	27
Orland 13	256	62	78	116
Orland 14	206	51	62	93
Orland 15	157	55	36	66
Orland 16	110	40	32	38
Orland 17	145	24	48	73
Orland 18	177	47	50	80
Orland 19	117	22	35	60
Orland 20	81	19	26	36
Orland 21	174	37	53	84
Orland 22	180	54	46	80
Orland 23	149	28	46	75
Orland 24	122	26	45	51
Orland 25	251	57	75	119
Orland 26	159	31	38	90
Orland 27	102	23	32	47
Orland 28	98	28	31	39
Orland 29	182	49	49	84
Orland 30	105	36	21	48
Orland 31	115	27	34	54
Orland 32	104	25	36	43
Orland 33	106	23	29	54
Orland 34	177	31	55	91
Orland 35	186	32	75	79
Orland 36	259	74	63	122
Orland 37	208	45	69	94
Orland 38	91	17	32	42
Orland 39	119	33	31	55
Orland 40	149	38	42	69
Orland 41	153	41	51	61
Orland 42	185	53	47	85
Orland 43	157	37	40	80
Orland 44	153	36	39	78
Orland 45	135	17	43	75
Orland 46	118	33	41	44
Orland 47	193	44	53	96
Orland 48	163	45	40	78
Orland 49	110	25	27	58
Orland 50	154	34	43	77
Orland 51	196	55	59	82
Orland 52	152	32	46	74
Orland 53	130	32	29	69
Orland 54	174	41	51	82
Orland 55	152	41	41	70
Orland 56	92	21	18	53
Orland 57	130	38	36	56
Orland 58	154	33	48	73
Orland 59	154	46	35	73
Orland 60	103	21	29	53
Orland 61	125	23	31	71
Orland 62	178	46	51	81
Orland 63	164	32	50	82
Orland 64	163	34	43	86
Orland 65	132	37	39	56
Orland 66	154	38	35	81
Orland 67	120	35	39	46
Orland 68	107	27	29	51
Orland 69	137	47	32	58
Orland 70	208	57	71	80
Orland 71	117	25	35	57
Orland 72	141	34	55	52
Orland 73	215	69	64	82
Orland 74	117	23	31	63
Orland 75	122	29	30	63
Palatine 1	134	44	57	33
Palatine 2	169	50	59	60
Palatine 4	151	50	50	51
Palatine 5	248	63	90	95
Palatine 6	176	60	68	48
Palatine 7	156	51	57	48
Palatine 8	174	55	74	45
Palatine 9	120	37	58	25
Palatine 11	141	46	48	47
Palatine 12	86	21	33	32
Palatine 13	172	50	69	53
Palatine 14	144	49	56	39
Palatine 15	184	54	71	59
Palatine 16	165	62	57	46
Palatine 17	166	43	78	45
Palatine 18	116	31	56	29
Palatine 19	144	55	42	47
Palatine 20	192	68	66	58
Palatine 21	232	65	88	79
Palatine 22	176	46	78	52
Palatine 23	29	7	18	4
Palatine 24	191	59	75	57
Palatine 25	120	38	51	31
Palatine 26	234	75	91	68
Palatine 27	141	46	51	44
Palatine 28	128	35	53	40
Palatine 29	191	68	68	55
Palatine 30	132	43	53	36
Palatine 31	100	31	46	23
Palatine 32	124	34	60	30
Palatine 33	118	45	39	34
Palatine 34	175	58	77	40
Palatine 35	143	35	63	45
Palatine 36	132	49	55	28
Palatine 37	172	68	56	48
Palatine 38	98	27	31	40
Palatine 39	195	60	75	60
Palatine 40	173	58	73	42
Palatine 41	181	61	82	38
Palatine 42	193	63	87	43
Palatine 43	123	37	48	38
Palatine 45	103	31	46	26
Palatine 46	178	50	87	41
Palatine 47	176	51	64	61
Palatine 48	95	23	40	32
Palatine 49	2	2	0	0
Palatine 50	200	57	96	47
Palatine 51	92	27	30	35
Palatine 52	87	22	33	32
Palatine 53	145	49	63	33
Palatine 54	192	51	93	48
Palatine 55	87	39	32	16
Palatine 56	168	68	56	44
Palatine 57	221	72	86	63
Palatine 58	157	44	63	50
Palatine 59	219	72	87	60
Palatine 60	216	61	84	71
Palatine 61	109	31	39	39
Palatine 62	148	56	47	45
Palatine 63	158	60	57	41
Palatine 64	178	59	59	60
Palatine 65	120	40	42	38
Palatine 66	303	114	99	90
Palatine 68	116	40	49	27
Palatine 69	149	51	58	40
Palos 1	110	26	38	46
Palos 2	114	23	46	45
Palos 3	116	28	29	59
Palos 4	155	39	55	61
Palos 5	112	39	31	42
Palos 6	159	45	48	66
Palos 7	173	43	65	65
Palos 8	69	23	17	29
Palos 9	94	26	20	48
Palos 10	162	38	60	64
Palos 11	138	33	38	67
Palos 12	180	42	66	72
Palos 13	134	29	48	57
Palos 14	116	25	37	54
Palos 15	142	36	38	68
Palos 16	161	40	51	70
Palos 17	276	61	97	118
Palos 18	198	51	64	83
Palos 19	217	62	64	91
Palos 20	177	53	53	71
Palos 21	95	28	27	40
Palos 22	28	6	11	11
Palos 23	127	36	42	49
Palos 24	87	20	31	36
Palos 25	260	49	163	48
Palos 26	121	36	34	51
Palos 27	237	55	89	93
Palos 28	229	68	74	87
Palos 29	126	25	45	56
Palos 30	216	43	63	110
Palos 31	189	62	49	78
Palos 32	76	23	23	30
Palos 33	174	39	64	71
Palos 34	116	31	42	43
Palos 35	223	54	83	86
Palos 36	195	55	65	75
Palos 37	152	33	53	66
Palos 38	145	37	37	71
Palos 39	166	47	50	69
Proviso 1	281	77	114	90
Proviso 2	299	81	126	92
Proviso 3	394	110	138	146
Proviso 4	387	81	158	148
Proviso 5	353	82	144	127
Proviso 6	143	32	60	51
Proviso 7	50	12	17	21
Proviso 8	181	66	60	55
Proviso 9	327	84	103	140
Proviso 10	270	83	53	134
Proviso 11	281	62	64	155
Proviso 12	388	110	80	198
Proviso 13	250	94	71	85
Proviso 14	233	56	34	143
Proviso 15	297	75	69	153
Proviso 16	270	78	96	96
Proviso 17	256	72	81	103
Proviso 18	475	119	172	184
Proviso 19	397	86	136	175
Proviso 20	338	91	119	128
Proviso 21	176	46	65	65
Proviso 22	277	78	102	97
Proviso 23	84	16	35	33
Proviso 24	272	65	121	86
Proviso 25	250	54	109	87
Proviso 26	244	68	89	87
Proviso 27	271	76	112	83
Proviso 28	234	73	81	80
Proviso 29	294	71	125	98
Proviso 30	312	73	101	138
Proviso 31	224	59	86	79
Proviso 32	275	85	106	84
Proviso 33	442	95	206	141
Proviso 34	606	163	252	191
Proviso 35	220	54	79	87
Proviso 36	430	116	166	148
Proviso 37	268	64	103	101
Proviso 38	372	101	151	120
Proviso 39	375	102	124	149
Proviso 40	419	87	208	124
Proviso 41	316	80	139	97
Proviso 42	260	61	102	97
Proviso 43	260	51	119	90
Proviso 44	276	51	120	105
Proviso 45	377	100	154	123
Proviso 46	44	13	18	13
Proviso 47	217	57	86	74
Proviso 48	411	110	154	147
Proviso 49	240	62	79	99
Proviso 50	479	141	156	182
Proviso 51	275	91	97	87
Proviso 52	313	72	110	131
Proviso 53	353	77	157	119
Proviso 54	351	97	125	129
Proviso 55	176	45	82	49
Proviso 56	262	53	117	92
Proviso 57	212	58	81	73
Proviso 58	242	46	97	99
Proviso 59	232	77	68	87
Proviso 60	217	66	76	75
Proviso 61	321	86	125	110
Proviso 62	348	107	142	99
Proviso 63	272	90	93	89
Proviso 64	362	82	132	148
Proviso 65	272	66	85	121
Proviso 66	319	99	118	102
Proviso 67	410	109	169	132
Proviso 68	169	50	55	64
Proviso 69	315	78	131	106
Proviso 70	169	48	59	62
Proviso 71	456	99	208	149
Proviso 72	293	85	117	91
Proviso 73	274	71	123	80
Proviso 74	282	67	121	94
Proviso 75	265	80	106	79
Proviso 76	305	86	110	109
Proviso 77	150	47	51	52
Proviso 78	130	39	31	60
Proviso 79	289	60	131	98
Proviso 80	220	84	54	82
Proviso 81	208	72	70	66
Proviso 82	523	117	216	190
Proviso 83	449	110	171	168
Proviso 84	113	34	33	46
Proviso 85	305	95	117	93
Proviso 86	397	81	185	131
Proviso 87	341	71	64	206
Proviso 88	168	56	44	68
Proviso 89	182	53	66	63
Proviso 90	382	114	138	130
Proviso 91	265	75	107	83
Proviso 92	303	107	101	95
Proviso 93	190	55	70	65
Proviso 94	329	82	133	114
Proviso 95	215	51	52	112
Proviso 96	140	36	65	39
Proviso 97	306	86	124	96
Proviso 98	299	63	48	188
Proviso 99	364	94	141	129
Proviso 100	339	60	49	230
Proviso 101	201	61	70	70
Proviso 102	323	97	104	122
Rich 1	1,237	372	398	467
Rich 2	383	113	159	111
Rich 3	456	136	156	164
Rich 4	335	104	95	136
Rich 5	474	130	174	170
Rich 6	518	159	180	179
Rich 7	247	82	74	91
Rich 9	468	120	170	178
Rich 12	378	103	128	147
Rich 15	640	184	207	249
Rich 18	398	106	138	154
Rich 19	172	51	60	61
Rich 20	255	66	87	102
Rich 21	485	108	138	239
Rich 22	9	5	1	3
Rich 23	510	131	171	208
Rich 25	562	155	176	231
Rich 26	421	106	143	172
Rich 28	331	86	122	123
Rich 29	237	76	87	74
Rich 30	585	159	191	235
Rich 31	168	54	64	50
Rich 33	200	68	65	67
Rich 34	353	98	132	123
Rich 35	272	88	109	75
Rich 36	659	184	222	253
Rich 37	310	91	104	115
Rich 38	345	88	104	153
Rich 39	371	99	123	149
Rich 40	365	91	115	159
Rich 41	249	83	85	81
Rich 42	383	108	108	167
Rich 43	434	129	122	183
Rich 44	337	82	108	147
Rich 45	473	151	179	143
Rich 46	605	159	175	271
Rich 47	643	162	225	256
Rich 48	420	128	141	151
Rich 49	282	83	81	118
Rich 51	364	99	118	147
River Forest 1	327	103	107	117
River Forest 2	164	49	66	49
River Forest 3	235	60	98	77
River Forest 4	280	83	111	86
River Forest 5	197	49	91	57
River Forest 6	157	51	61	45
River Forest 7	233	59	107	67
River Forest 8	333	111	132	90
Riverside 1	232	61	96	75
Riverside 2	25	5	8	12
Riverside 3	150	41	63	46
Riverside 4	308	85	122	101
Riverside 5	171	45	55	71
Riverside 6	197	69	52	76
Riverside 7	131	37	44	50
Riverside 8	258	59	107	92
Riverside 9	186	46	76	64
Riverside 10	236	51	122	63
Riverside 11	298	92	114	92
Riverside 12	164	54	54	56
Riverside 13	233	66	83	84
Schaumburg 1	346	87	147	112
Schaumburg 2	369	132	125	112
Schaumburg 3	179	57	59	63
Schaumburg 4	153	55	53	45
Schaumburg 5	83	17	32	34
Schaumburg 6	170	44	73	53
Schaumburg 7	162	61	50	51
Schaumburg 8	161	46	67	48
Schaumburg 9	174	54	70	50
Schaumburg 10	174	59	54	61
Schaumburg 11	138	46	46	46
Schaumburg 12	184	54	79	51
Schaumburg 13	127	38	43	46
Schaumburg 14	173	60	59	54
Schaumburg 15	172	42	72	58
Schaumburg 16	224	90	69	65
Schaumburg 17	159	59	58	42
Schaumburg 18	184	61	67	56
Schaumburg 19	178	54	65	59
Schaumburg 20	109	29	46	34
Schaumburg 21	240	69	95	76
Schaumburg 22	271	66	97	108
Schaumburg 23	214	63	82	69
Schaumburg 24	192	49	68	75
Schaumburg 25	164	59	53	52
Schaumburg 26	207	62	72	73
Schaumburg 27	141	38	48	55
Schaumburg 28	246	81	98	67
Schaumburg 29	182	48	75	59
Schaumburg 30	150	48	45	57
Schaumburg 31	249	65	103	81
Schaumburg 32	260	73	90	97
Schaumburg 33	147	40	47	60
Schaumburg 34	281	86	88	107
Schaumburg 35	133	30	56	47
Schaumburg 36	153	54	59	40
Schaumburg 37	121	41	51	29
Schaumburg 38	218	59	85	74
Schaumburg 39	263	68	115	80
Schaumburg 40	140	48	42	50
Schaumburg 41	153	39	58	56
Schaumburg 42	200	76	60	64
Schaumburg 43	215	76	85	54
Schaumburg 44	287	110	91	86
Schaumburg 45	190	58	69	63
Schaumburg 46	130	42	40	48
Schaumburg 47	140	42	50	48
Schaumburg 48	139	44	45	50
Schaumburg 49	157	54	53	50
Schaumburg 50	96	34	29	33
Schaumburg 51	189	48	71	70
Schaumburg 52	185	55	65	65
Schaumburg 53	184	58	66	60
Schaumburg 54	174	62	60	52
Schaumburg 55	145	40	57	48
Schaumburg 56	183	63	68	52
Schaumburg 57	182	60	64	58
Schaumburg 58	98	25	43	30
Schaumburg 59	150	34	63	53
Schaumburg 60	172	60	58	54
Schaumburg 61	238	73	74	91
Schaumburg 62	225	67	78	80
Schaumburg 63	136	35	46	55
Schaumburg 64	150	47	58	45
Schaumburg 65	140	46	60	34
Schaumburg 66	149	36	55	58
Schaumburg 67	153	45	56	52
Schaumburg 68	120	38	42	40
Schaumburg 69	138	44	62	32
Schaumburg 70	120	32	50	38
Schaumburg 71	176	67	57	52
Schaumburg 72	148	52	45	51
Schaumburg 73	196	57	71	68
Schaumburg 74	131	34	41	56
Schaumburg 75	145	42	49	54
Schaumburg 76	144	45	52	47
Schaumburg 77	233	78	90	65
Schaumburg 78	170	51	57	62
Stickney 1	100	25	33	42
Stickney 2	238	87	57	94
Stickney 3	450	126	146	178
Stickney 4	314	80	124	110
Stickney 5	352	113	109	130
Stickney 6	403	103	130	170
Stickney 7	181	43	53	85
Stickney 8	255	68	94	93
Stickney 9	252	71	95	86
Stickney 10	366	102	106	158
Stickney 11	331	75	100	156
